,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
38,38,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3,4,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01284751 -0.00558674 -0.00581335 ...  0.1902771   0.1902771
  0.1902771 ]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 262 392],[ 6.2695075   8.48914512 12.84932733],[110 262 392],[ 6.2695075   8.48914512 12.84932733],[ 23.52685031 276.19031164 867.33054553],[ 82.99242982  43.751048   126.707968  ],[ 3.83979484 16.434693   42.108625  ],[79.15263498 27.316355   84.599343  ],360.01563085699985,3.0970216560738066,0.7171102992807429
39,39,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5,4,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01172141 -0.01669037 -0.01947321 ...  0.04626083  0.04626083
  0.04626083]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 263 394],[ 6.1400054   8.42871589 14.8288177 ],[110 263 394],[ 6.1400054   8.42871589 14.8288177 ],[ 23.52685031 279.01537094 880.58561173],[ 78.44176982  49.2585617  109.113484  ],[ 4.03761204 18.6231123  43.215135  ],[74.40415778 30.6354494  65.898349  ],376.5944905969999,2.1510488760775273,0.4980718492123777
40,40,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0,4,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02311719 0.01584798 0.00585224 ... 0.1343651  0.1343651  0.1343651 ],"[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 398],[6.2750331  8.45327295 6.24812456],[110 264 398],[6.2750331  8.45327295 6.24812456],[ 23.52685031 281.86218768 907.53092274],[ 78.77884316  44.3025913  162.6636077 ],[ 5.39660702 12.02967    39.5779433 ],[ 73.38223614  32.2729213  123.0856644 ],348.639202482,3.813899065902039,1.0
41,41,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1,4,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0409945  -0.04248419 -0.02572092 ...  0.2208099   0.2208099
  0.2208099 ]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 398],[6.10665553 8.54401245 7.10294244],[110 264 398],[6.10665553 8.54401245 7.10294244],[ 23.52685031 281.86218768 907.53092274],[ 73.54518078  45.6956798  123.042509  ],[ 4.34313656 13.1582052  41.519416  ],[69.20204422 32.5374746  81.523093  ],325.9752327909999,2.505513842183683,0.6569428815209337
42,42,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3,4,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06028572 -0.03848048 -0.03265091 ...  0.08177185  0.08177185
  0.08177185]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 398],[6.00094627 8.64072248 8.66660411],[110 264 398],[6.00094627 8.64072248 8.66660411],[ 23.52685031 281.86218768 907.53092274],[ 66.09330199  46.6599495  114.193679  ],[ 3.97074713 15.0547275  51.380478  ],[62.12255486 31.605222   62.813201  ],352.71308194,1.987431096038496,0.5211021743619325
43,43,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5,4,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02620015 -0.02595334 -0.00515315 ...  0.2825661   0.2825661
  0.2825661 ]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 400],[ 6.0603115   9.50642891 10.0850227 ],[110 264 400],[ 6.0603115   9.50642891 10.0850227 ],[ 23.52685031 281.86218768 921.22274919],[60.1401919 37.1735341 68.810329 ],[ 2.122022  12.566073  34.0784389],[58.0181699 24.6074611 34.7318901],249.81448221100004,1.4114373668561846,0.3700772732752854
44,44,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0,4,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01677313 -0.02394779 -0.00882476 ...  0.1416626   0.1416626
  0.1416626 ]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 398],[6.04099567 8.93632092 6.37152083],[110 264 398],[6.04099567 8.93632092 6.37152083],[ 23.52685031 281.86218768 907.53092274],[ 59.367168   34.1087491 222.2439521],[ 2.8778022 11.9560131 57.3495006],[ 56.4893658  22.152736  164.8944515],406.6427888589999,7.443525327977545,1.0
45,45,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1,4,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02816949  0.05978936  0.06978597 ... -0.05197525 -0.05197525
 -0.05197525]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 397],[5.8947678  8.75318685 7.09558847],[110 264 397],[5.8947678  8.75318685 7.09558847],[ 23.52685031 281.86218768 900.73995021],[ 55.2848651  48.1137689 207.537712 ],[ 4.443882  13.2048801 62.39348  ],[ 50.8409831  34.9088888 145.144232 ],414.6931146034001,4.15780155110523,0.5585796202610535
46,46,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3,4,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01699236 -0.01152615 -0.00380554 ...  0.1548157   0.1548157
  0.1548157 ]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 263 397],[5.85356594 8.41458821 8.43255886],[110 263 397],[5.85356594 8.41458821 8.43255886],[ 23.52685031 279.01537094 900.73995021],[ 55.3457856  52.8183373 188.471611 ],[ 4.9330206 17.397684  64.416699 ],[ 50.412765   35.4206533 124.054912 ],450.87998088800003,3.502332691305838,0.4705206924119441
47,47,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5,4,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample12.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02912668 -0.02558512  0.00939828 ...  0.09654236  0.09654236
  0.09654236]","[ -115.72963654  -113.9176607   -112.12149547 ... 16714.29275817
 16758.59512547 16802.96236465]",[110 264 398],[5.91834673 8.80803851 9.49510639],[110 264 398],[5.91834673 8.80803851 9.49510639],[ 23.52685031 281.86218768 907.53092274],[ 53.5394588  42.5311436 166.228527 ],[ 4.9185762 15.2243847 62.78675  ],[ 48.6208826  27.3067589 103.441777 ],423.9256874618998,3.7881382180438834,0.5089172201518048
48,48,hHBB_10415488_RLT-10_hHBB,PSU,0,5,1,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample1.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00256425 -0.03129132 -0.03144233 ... -0.01180267 -0.01180267
 -0.01180267]","[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 398 511],[5.94492887 8.11861385 6.97788179 8.96375747],[110 263 398],[5.94492887 8.11861385 6.97788179],[ 23.62699319 277.71129248 907.31636413],[ 76.3712651  39.1024183 250.9499171],[ 7.0146678  8.497863  69.7404519],[ 69.3565973  30.6045553 181.2094652],439.15211938400006,5.92099651256818,1.0
49,49,hHBB_10415488_RLT-10_hHBB,PSU,1,5,2,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05034588 -0.06268708 -0.05876059 ...  0.06118393  0.06118393
  0.06118393]","[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 398 514],[ 6.07610795  8.17224112  7.91434779 16.00594756],[110 263 398],[6.07610795 8.17224112 7.91434779],[ 23.62699319 277.71129248 907.31636413],[ 77.94039592  52.7577278  254.720439  ],[ 4.66350864 13.4149311  82.309728  ],[ 73.27688728  39.3427967  172.410711  ],518.001598461,4.382268813137018,0.7401235254631569
50,50,hHBB_10415488_RLT-10_hHBB,PSU,3,5,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0258992  0.02462747 0.02955322 ... 0.1662598  0.1662598  0.1662598 ],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 399],[5.96403146 8.19944001 9.24531118],[110 263 399],[5.96403146 8.19944001 9.24531118],[ 23.62699319 277.71129248 914.08200163],[ 76.140858  56.578458 200.41994 ],[ 7.9006428 17.6603058 66.08847  ],[ 68.2402152  38.9181522 134.33147  ],485.96765779,3.451640491811426,0.5829492526274614
51,51,hHBB_10415488_RLT-10_hHBB,PSU,5,5,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02982716 -0.03290181 -0.02281973 ...  0.09036255  0.09036255
  0.09036255]","[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 401],[ 6.08646046  8.10402879 11.01222212],[110 263 401],[ 6.08646046  8.10402879 11.01222212],[ 23.62699319 277.71129248 927.72049336],[ 75.29344423  57.7242224  194.899551  ],[ 4.59212131 17.7012072  64.78398   ],[ 70.70132292  40.0230152  130.115571  ],492.211033844,3.251018703858174,0.549066140633154
52,52,hHBB_10419522_12_hHBB,PSU,0,5,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03594567 0.04115075 0.04044699 ... 0.07823944 0.07823944 0.07823944],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 264 395 508],[ 5.96092541  8.29869451  6.61383264 13.01831382],[110 264 395],[5.96092541 8.29869451 6.61383264],[ 23.62699319 280.6197024  887.23262226],[ 72.3055299  41.4334195 242.5636332],[ 8.6133876 11.6963532 59.3779018],[ 63.6921423  29.7370663 183.1857314],460.8529389490002,6.160181692166451,1.0
53,53,hHBB_10419522_12_hHBB,PSU,1,5,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01241381 0.01818204 0.02709065 ... 0.16399    0.16399    0.16399   ],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 394],[6.07572427 8.23220242 7.42704023],[110 263 394],[6.07572427 8.23220242 7.42704023],[ 23.62699319 277.71129248 880.60874777],[ 76.8912017  63.7591834 177.116264 ],[ 4.2694582 20.1036726 55.848216 ],[ 72.6217435  43.6555108 121.268048 ],493.79771150000005,2.7778405469945846,0.45093484020560703
54,54,hHBB_10419522_12_hHBB,PSU,3,5,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04447556 -0.0499359  -0.05022482 ...  0.00619125  0.00619125
  0.00619125]","[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 262 340 394],[ 5.9305318   8.6027076  11.65773024  8.72260218],[110 262 394],[5.9305318  8.6027076  8.72260218],[ 23.62699319 274.8243479  880.60874777],[ 65.9317057  96.8397546 147.027041 ],[ 5.773371  34.4362284 57.433644 ],[60.1583347 62.4035262 89.593397 ],598.1245190546003,1.4357104871423116,0.2330630099706348
55,55,hHBB_10419522_12_hHBB,PSU,5,5,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02989371 0.04249703 0.04509126 ... 0.2801056  0.2801056  0.2801056 ],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 342 397],[ 5.91700954  9.60118322 11.94641291  8.53444397],[110 263 397],[5.91700954 9.60118322 8.53444397],[ 23.62699319 277.71129248 900.58632522],[64.6219479 95.235532  76.65184  ],[ 6.6508278 36.64117   37.057311 ],[57.9711201 58.594362  39.594529 ],511.93818685999963,0.6757395703020026,0.10969474669250451
56,56,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0,5,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03169239 0.052313   0.06409041 ... 0.2015419  0.2015419  0.2015419 ],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 264 394 508],[5.87180289 8.57156298 6.0827968  8.06606564],[110 264 394],[5.87180289 8.57156298 6.0827968 ],[ 23.62699319 280.6197024  880.60874777],[ 63.27615904  44.5018964  243.4662255 ],[ 5.94240384 12.8408076  54.9926454 ],[ 57.3337552  31.6610888 188.4735801],447.2501294611,5.952845819376873,1.0
57,57,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1,5,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02858356 0.02201802 0.02057739 ... 0.253479   0.253479   0.253479  ],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 264 394],[5.9109876  8.97066803 6.89391324],[110 264 394],[5.9109876  8.97066803 6.89391324],[ 23.62699319 280.6197024  880.60874777],[ 62.9655875  61.9094598 220.369777 ],[ 8.5601256 20.1271149 75.722906 ],[ 54.4054619  41.7823449 144.646871 ],529.7526496,3.461913670623117,0.581556078498519
58,58,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3,5,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01804607 -0.01765521 -0.01128526 ...  0.2741966   0.2741966
  0.2741966 ]","[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 264 396],[5.84543044 9.0067216  8.9172369 ],[110 264 396],[5.84543044 9.0067216  8.9172369 ],[ 23.62699319 280.6197024  893.89177967],[59.5725882 40.961403  98.979416 ],[ 4.9626192 12.981458  36.783909 ],[54.609969 27.979945 62.195507],338.18176831999995,2.2228602307831555,0.37341135622018146
59,59,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5,5,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample12.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0312767  0.04526257 0.02966611 ... 0.1161766  0.1161766  0.1161766 ],"[  -56.15678143   -55.32995107   -54.50866456 ... 18167.03235264
 18220.5288957  18274.13225072]",[110 263 365 395],[ 5.73314288  8.74748902  7.12432099 11.72359296],[110 263 395],[ 5.73314288  8.74748902 11.72359296],[ 23.62699319 277.71129248 887.23262226],[ 61.0813774  66.9032431 150.331748 ],[ 5.0270946 21.4089354 60.881448 ],[56.0542828 45.4943077 89.4503   ],491.0839812970001,1.9661866400925578,0.3302935603829183
60,60,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0,6,1,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample1.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.1468949 -0.1581066 -0.1551173 ...  0.1481895  0.1481895  0.1481895],"[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 263 394 507],[ 6.15011693  7.93563648  7.49337022 10.95610322],[110 263 394],[6.15011693 7.93563648 7.49337022],[ 23.67928406 277.81283708 880.54885926],[101.64662691  45.010766   246.734022  ],[ 4.47673177 12.4348152  73.8509384 ],[ 97.16989514  32.5759508  172.8830836 ],489.08251158269996,5.307077133724061,1.0
61,61,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1,6,2,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05156442 0.02905416 0.01687566 ... 0.3275223  0.3275223  0.3275223 ],"[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 261 337 393],[6.13433507 8.14600046 7.13315172 7.94257659],[110 261 393],[6.13433507 8.14600046 7.94257659],[ 23.67928406 272.01551746 873.99846975],[107.75635222 114.7603138  323.871375  ],[ 4.98460217 33.11163    99.977584  ],[102.77175005  81.6486838  223.893791  ],849.6511053900001,2.742160443742512,0.5166988107855698
62,62,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3,6,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01853689  0.03425001  0.05679185 ... -0.08801651 -0.08801651
 -0.08801651]","[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 263 339 396],[6.23721097 8.15237779 9.24370006 8.6360368 ],[110 263 396],[6.23721097 8.15237779 8.6360368 ],[ 23.67928406 277.81283708 893.75303932],[105.28579359  74.9514217   90.867624  ],[ 7.96416803 27.2969703  39.985146  ],[97.32162556 47.6544514  50.882478  ],514.7374830399999,1.0677381966462003,0.2011913845874238
63,63,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5,6,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02339306 0.01417616 0.0159269  ... 0.1557045  0.1557045  0.1557045 ],"[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 338 399],[6.11706897 9.54113241 9.7287782  7.99851805],[110 262 399],[6.11706897 9.54113241 7.99851805],[ 23.67928406 274.90354689 913.81934498],[105.25694558  63.2064224   37.939724  ],[ 4.79750866 27.204687   20.911328  ],[100.45943692  36.0017354   17.028396  ],427.18767485000006,0.47298819934107944,0.08912404840235967
64,64,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0,6,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01559549  0.00712788  0.01129224 ... -0.04919434 -0.04919434
 -0.04919434]","[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 396 514],[ 6.15795267  8.13493766  6.68225822 17.16054171],[110 262 396],[6.15795267 8.13493766 6.68225822],[ 23.67928406 274.90354689 893.75303932],[104.05086395  51.1165195  321.0062246 ],[ 4.26728576 14.2946154  83.4184932 ],[ 99.78357819  36.8219041  237.5877314 ],592.4726972467002,6.45234778611028,1.0
65,65,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1,6,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00950221 -0.02939029 -0.03486324 ...  0.2188492   0.2188492
  0.2188492 ]","[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 396],[6.18842826 7.94700376 7.72623582],[110 262 396],[6.18842826 7.94700376 7.72623582],[ 23.67928406 274.90354689 893.75303932],[105.54913717  82.8871683  302.292227  ],[  7.30848139  24.5796336  104.120408  ],[ 98.24065578  58.3075347  198.171819  ],743.7343499600001,3.39873431486377,0.5267438190762275
66,66,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3,6,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06071091 -0.08480328 -0.09457246 ...  0.1132584   0.1132584
  0.1132584 ]","[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 311 398],[ 6.12666001  7.54269622 11.66202265  9.74315351],[110 262 398],[6.12666001 7.54269622 9.74315351],[ 23.67928406 274.90354689 907.0957687 ],[101.452861   59.1035653 141.4498   ],[ 6.5638461 20.3554176 66.53186  ],[94.8890149 38.7481477 74.91794  ],556.5900188499998,1.933458615364987,0.29965195297238456
67,67,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5,6,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.037946   0.04590146 0.04505948 ... 0.1346207  0.1346207  0.1346207 ],"[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 263 402],[ 6.16229795  8.66778158 12.93564861],[110 263 402],[ 6.16229795  8.66778158 12.93564861],[ 23.67928406 277.81283708 934.200148  ],[99.84465559 48.7433816  61.1819953 ],[ 7.17054443 17.9206335  34.7347481 ],[92.67411116 30.8227481  26.4472472 ],384.93432319000004,0.8580431282180185,0.13298153736614987
68,68,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0,6,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08412307 -0.06519269 -0.01558029 ...  0.05534744  0.05534744
  0.05534744]","[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 391 507],[ 6.16245726  8.02978219  7.00610519 14.01014045],[110 262 391],[6.16245726 8.02978219 7.00610519],[ 23.67928406 274.90354689 861.00058113],[ 98.65434042  53.3331801  311.1642959 ],[ 6.03405411 14.1977232  78.7768672 ],[ 92.62028631  39.1354569  232.3874287 ],578.9068570541002,5.938027740261288,1.0
69,69,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1,6,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.09750017 0.08140926 0.06875614 ... 0.1243782  0.1243782  0.1243782 ],"[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 392],[6.20558619 8.092029   8.29602617],[110 262 392],[6.20558619 8.092029   8.29602617],[ 23.67928406 274.90354689 867.48241107],[ 96.09353832  64.6011905  205.564309  ],[ 6.24081066 18.2431269  67.882014  ],[ 89.85272766  46.3580636  137.682295  ],546.6225761180001,2.9699751091415303,0.5001618784978671
70,70,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3,6,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01678284 -0.01393972  0.01243708 ...  0.1730537   0.1730537
  0.1730537 ]","[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 263 396],[ 6.21782475  7.97904029 11.37490435],[110 263 396],[ 6.21782475  7.97904029 11.37490435],[ 23.67928406 277.81283708 893.75303932],[96.4593417 49.135751  76.994489 ],[ 6.1041897 17.6807992 36.633624 ],[90.355152  31.4549518 40.360865 ],385.538981188,1.2831323111421833,0.21608728811457562
71,71,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5,6,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample12.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.1629313 -0.1856731 -0.1837789 ...  0.1434555  0.1434555  0.1434555],"[  -39.877901     -39.31390885   -38.75287083 ... 18051.38984082
 18105.02459537 18158.76947354]",[110 262 397],[ 6.18522093  8.88032859 15.33133383],[110 262 397],[ 6.18522093  8.88032859 15.33133383],[ 23.67928406 274.90354689 900.40703423],[91.1994472 62.4520682 67.0117678],[ 4.7951092 20.5397649 34.4643728],[86.404338  41.9123033 32.547395 ],412.0701699173999,0.7765594452548261,0.1307773353751048
72,72,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0,7,1,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample1.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0159666  -0.00426541  0.00358486 ... -0.09822464 -0.09822464
 -0.09822464]","[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 264 394],[6.02313625 8.19492978 7.42587083],[110 264 394],[6.02313625 8.19492978 7.42587083],[ 23.47343376 279.37745695 868.94286313],[ 79.28702981  50.4811911  150.4067197 ],[ 5.00610635 10.9988523  46.413988  ],[ 74.28092346  39.4823388  103.9927317 ],351.4190608969002,2.6339050537705235,1.0
73,73,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1,7,2,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03924676 -0.02154662 -0.01565741 ... -0.01275635 -0.01275635
 -0.01275635]","[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 261 392 500],[ 5.95650139  8.51442434  9.52283728 12.00974048],[110 261 392],[5.95650139 8.51442434 9.52283728],[ 23.47343376 271.00260423 855.89134667],[ 77.8240705 131.264715  372.853954 ],[  6.6175662  34.8276231 100.92913  ],[ 71.2065043  96.4370919 271.924824 ],795.1272473209998,2.8197119867734215,1.0705442790114659
74,74,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3,7,3,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00512934 -0.00574643 -0.00866687 ...  0.06644821  0.06644821
  0.06644821]","[ -104.48413483  -102.8814573   -101.29193773 ... 17424.27558433
 17473.00938724 17521.82718842]",[110 264 394],[6.00081838 8.26136609 9.29311522],[110 264 394],[6.00081838 8.26136609 9.29311522],[ 23.47343376 279.37745695 868.94286313],[ 78.3333156  61.7027519 141.484986 ],[ 4.61659506 18.8089911  59.61059   ],[73.71672054 42.8937608  81.874396  ],448.59220854,1.908771683176822,0.7246926689496082
