,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
42,42,hHBB_10388774_Twist_1_hHBB,PSU,1.0,5,4,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03149343 -0.04958569 -0.03072922 ... -0.1046448  -0.1046448
 -0.1046448 ]","[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 393],[6.36611643 9.06489831],[110 393],[6.36611643 9.06489831],[ 23.44625476 882.52549351],[111.75001239 189.274378  ],[ 7.3919356 67.85463  ],[104.35807679 121.419748  ],463.560357449,0.2619286702344006,0.6941265140931877
43,43,hHBB_10388774_Twist_1_hHBB,PSU,1.5,5,5,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0368943  -0.01596928  0.00183421 ...  0.15765     0.15765
  0.15765   ]","[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 395],[6.4348731  9.86006677],[110 395],[6.4348731  9.86006677],[ 23.44625476 895.80542305],[116.97953969 138.669218  ],[10.96452483 57.92657   ],[106.01501486  80.742648  ],521.94136053,0.15469678033948242,0.40995564472721013
44,44,hHBB_10388774_Twist_1_hHBB,PSU,2.0,5,6,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05013532 0.03246289 0.01667511 ... 0.05755234 0.05755234 0.05755234],"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 394],[ 6.41337541 11.03768154],[110 394],[ 6.41337541 11.03768154],[ 23.44625476 889.14789432],[114.33933189 150.677538  ],[ 8.46412973 71.053056  ],[105.87520216  79.624482  ],562.8513567800003,0.14146626998559858,0.3748940074371924
45,45,hHBB_10388774_Twist_1_hHBB,PSU,3.0,5,7,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02210448 0.02498596 0.00701294 ... 0.2024117  0.2024117  0.2024117 ],"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 398],[ 6.31079915 15.46218406],[110 398],[ 6.31079915 15.46218406],[ 23.44625476 915.98979556],[103.87785085  91.267151  ],[ 7.78330385 48.4866064 ],[96.094547  42.7805446],454.42348554999984,0.09414245953468203,0.24948310242818716
46,46,hHBB_10388774_Twist_1_hHBB,PSU,4.0,5,8,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1234949  -0.1064241  -0.08846125 ...  0.01212311  0.01212311
  0.01212311]","[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 397],[ 6.34985922 27.00357158],[110 397],[ 6.34985922 27.00357158],[ 23.44625476 909.22627181],[101.28372258 138.1152427 ],[ 6.0329948 78.1229988],[95.25072778 59.9922439 ],588.5838451289999,0.10192641948378911,0.27011105804862184
47,47,hHBB_10388774_Twist_1_hHBB,PSU,5.0,5,9,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05044005 -0.04588517 -0.02325897 ...  0.3982277   0.3982277
  0.3982277 ]","[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 399],[  6.31876573 164.57909562],[110 397],[ 6.34985922 27.00357158],[ 23.44625476 909.22627181],[103.6665266  90.8497484],[ 5.8640617 61.1846816],[97.8024649 29.6650668],512.8951193200002,0.05783846576534035,0.1532753653361659
48,48,hHBB_10388774_Twist_1_hHBB,PSU,18.0,5,10,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01276369 -0.00384274  0.01151493 ...  0.3323669   0.3323669
  0.3323669 ]","[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 215 460],[  6.15944535 130.74892999   4.95317363],[110 397],[ 6.34985922 27.00357158],[ 23.44625476 909.22627181],[102.24045552  18.4676759 ],[ 5.67070014 16.3531704 ],[96.56975538  2.1145055 ],403.07917884000005,0.005245881233769541,0.013901896462440364
49,49,hHBB_10388774_Twist_1_hHBB,PSU,24.0,5,11,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.07602516 0.06568315 0.02565726 ... 0.03464508 0.03464508 0.03464508],"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[110 191],[  6.2251908  129.80426267],[110 397],[ 6.34985922 27.00357158],[ 23.44625476 909.22627181],[101.90914176  11.55119496],[ 6.79030702 10.2065656 ],[95.11883474  1.34462936],377.66237597000014,0.0035604006264759983,0.009435272868065007
50,50,hHBB_10388767_Genewiz_1_hHBB,PSU,0.0,6,2,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06882092 -0.05459934 -0.0436419  ...  0.03713226  0.03713226
  0.03713226]","[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 391],[6.38575776 7.17829459],[110 391],[6.38575776 7.17829459],[ 23.41923142 869.45327336],[139.25364537 404.108596  ],[  8.70289189 101.023128  ],[130.55075348 303.085468  ],631.9748635291801,0.479584688396401,1.0
51,51,hHBB_10388767_Genewiz_1_hHBB,PSU,0.5,6,3,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00996962 0.0155589  0.02303447 ... 0.05008698 0.05008698 0.05008698],"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 391],[6.38502026 7.68226383],[110 391],[6.38502026 7.68226383],[ 23.41923142 869.45327336],[143.74282014 381.738075  ],[ 11.12141968 121.11292   ],[132.62140046 260.625155  ],747.5722119599997,0.348628735566144,0.7269388368754273
52,52,hHBB_10388767_Genewiz_1_hHBB,PSU,1.0,6,4,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00352407  0.01824766  0.01372045 ...  0.1947594   0.1947594
  0.1947594 ]","[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 393],[6.46052475 8.27579556],[110 393],[6.46052475 8.27579556],[ 23.41923142 882.61628828],[143.45227543 270.895392  ],[14.62723101 94.895577  ],[128.82504442 175.999815  ],648.7638381700002,0.2712848723141709,0.565666250149213
53,53,hHBB_10388767_Genewiz_1_hHBB,PSU,1.5,6,5,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01780904 0.01805731 0.00470123 ... 0.1790886  0.1790886  0.1790886 ],"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 393],[6.56289172 8.93988101],[110 393],[6.56289172 8.93988101],[ 23.41923142 882.61628828],[149.65005527 207.672104  ],[13.01153539 88.717248  ],[136.63851988 118.954856  ],655.0332281999997,0.1816012545300675,0.3786635789755758
54,54,hHBB_10388767_Genewiz_1_hHBB,PSU,2.0,6,6,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04760401 -0.04833483 -0.05700511 ...  0.1878662   0.1878662
  0.1878662 ]","[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 392],[6.52664983 9.5060569 ],[110 392],[6.52664983 9.5060569 ],[ 23.41923142 876.0172946 ],[150.67019324 194.012827  ],[11.81154828 87.92309   ],[138.85864496 106.089737  ],667.4295701279,0.15895270714432086,0.33143824436058394
55,55,hHBB_10388767_Genewiz_1_hHBB,PSU,3.0,6,7,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02807945 0.03532381 0.02897392 ... 0.05044937 0.05044937 0.05044937],"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 324 393],[ 6.49854287  9.74295368 10.86261532],[110 393],[ 6.49854287 10.86261532],[ 23.41923142 882.61628828],[145.13331609 131.727396  ],[ 9.78405673 67.833238  ],[135.34925936  63.894158  ],666.9538009400001,0.09579997581533836,0.1997561184358639
56,56,hHBB_10388767_Genewiz_1_hHBB,PSU,4.0,6,8,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0108935  0.00942282 0.00821747 ... 0.2946014  0.2946014  0.2946014 ],"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 397],[ 6.54555826 28.46840196],[110 397],[ 6.54555826 28.46840196],[ 23.41923142 909.36393557],[148.48852028 134.0236102 ],[10.51077566 66.7015312 ],[137.97774462  67.322079  ],555.4236967150005,0.12120851054459854,0.25273640605559444
57,57,hHBB_10388767_Genewiz_1_hHBB,PSU,5.0,6,9,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03951194 0.06212768 0.06138807 ... 0.2779579  0.2779579  0.2779579 ],"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 400],[ 6.55410519 30.8183749 ],[110 397],[ 6.54555826 28.46840196],[ 23.41923142 909.36393557],[147.45249959  89.983397  ],[10.1759454 45.2039588],[137.27655418  44.7794382 ],473.01895003160007,0.09466732399834821,0.19739438370080087
58,58,hHBB_10388767_Genewiz_1_hHBB,PSU,18.0,6,10,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00316195  0.00186444 -0.00402178 ...  0.2693214   0.2693214
  0.2693214 ]","[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 238],[  6.45795775 138.99225584],[110 397],[ 6.54555826 28.46840196],[ 23.41923142 909.36393557],[141.7446398  20.4716441],[11.0100347 23.5550934],[130.7346051  -3.0834493],652.9872580900003,-0.004722066566841049,-0.009846157896805126
59,59,hHBB_10388767_Genewiz_1_hHBB,PSU,24.0,6,11,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07740632 -0.06027135 -0.02837273 ...  0.1755981   0.1755981
  0.1755981 ]","[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[110 196],[  6.49122148 122.87493326],[110 397],[ 6.54555826 28.46840196],[ 23.41923142 909.36393557],[139.3125155    8.20950164],[10.9644962  11.04365066],[128.3480193   -2.83414902],550.4417984139994,-0.005148862299640211,-0.010736085667906929
60,60,hHBB_10388753_IDT_1_hHBB,PSU,0.0,7,2,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.08561789 0.07695857 0.05663602 ... 0.09709549 0.09709549 0.09709549],"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 395],[6.31927693 9.08221789],[110 395],[6.31927693 9.08221789],[ 23.15240867 884.42086714],[104.40361133 285.6647052 ],[ 8.0710926 86.517765 ],[ 96.33251873 199.1469402 ],461.3546186928,0.43165697736864966,1.0
61,61,hHBB_10388753_IDT_1_hHBB,PSU,0.5,7,3,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01218255 -0.02931215 -0.02772522 ...  0.09516525  0.09516525
  0.09516525]","[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 395],[ 6.36126465 10.48347064],[110 395],[ 6.36126465 10.48347064],[ 23.15240867 884.42086714],[109.09744318 281.192654  ],[ 5.61861356 97.646549  ],[103.47882962 183.546105  ],543.5699014597999,0.33766789608304737,0.782259789107191
62,62,hHBB_10388753_IDT_1_hHBB,PSU,1.0,7,4,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03847039 -0.05048831 -0.06663752 ...  0.1674461   0.1674461
  0.1674461 ]","[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 398],[ 6.35943514 11.19895404],[110 398],[ 6.35943514 11.19895404],[ 23.15240867 904.70881236],[109.4584104 204.738259 ],[ 7.9185253 74.830212 ],[101.5398851 129.908047 ],487.49038974120026,0.26648329840710466,0.6173496836112043
63,63,hHBB_10388753_IDT_1_hHBB,PSU,1.5,7,5,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00403159 0.02904131 0.03632698 ... 0.1734085  0.1734085  0.1734085 ],"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 396],[ 6.47700692 12.48974549],[110 396],[ 6.47700692 12.48974549],[ 23.15240867 891.14658519],[116.52201795 210.700501  ],[ 8.74382425 89.291358  ],[107.7781937 121.409143 ],624.8634323400003,0.19429708431703993,0.4501191791256594
64,64,hHBB_10388753_IDT_1_hHBB,PSU,2.0,7,6,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0215568  0.02784829 0.02363694 ... 0.1855698  0.1855698  0.1855698 ],"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 399],[ 6.43976899 12.9287833 ],[110 399],[ 6.43976899 12.9287833 ],[ 23.15240867 911.54550218],[118.97668573 159.569703  ],[ 8.44088441 67.340182  ],[110.53580132  92.229521  ],561.62015392,0.164220461741367,0.3804420416008176
65,65,hHBB_10388753_IDT_1_hHBB,PSU,3.0,7,7,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03935124 -0.03533803 -0.0280603  ...  0.05254745  0.05254745
  0.05254745]","[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 399],[ 6.37741364 14.65983696],[110 399],[ 6.37741364 14.65983696],[ 23.15240867 911.54550218],[108.08885274 116.317625  ],[ 9.44907208 57.93798   ],[98.63978066 58.379645  ],538.468739429,0.10841789081740673,0.2511667747810183
66,66,hHBB_10388753_IDT_1_hHBB,PSU,4.0,7,8,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01545714 -0.01332894 -0.00936888 ...  0.1321106   0.1321106
  0.1321106 ]","[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 399],[ 6.3638601  16.13941919],[110 399],[ 6.3638601  16.13941919],[ 23.15240867 911.54550218],[111.43556732 117.965306  ],[ 7.85371594 58.947823  ],[103.58185138  59.017483  ],620.9158292099995,0.09504908753105681,0.22019587893718134
67,67,hHBB_10388753_IDT_1_hHBB,PSU,5.0,7,9,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00934092  0.01933518  0.03265099 ...  0.1699028   0.1699028
  0.1699028 ]","[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 402],[ 6.37924682 21.50762301],[110 402],[ 6.37924682 21.50762301],[ 23.15240867 932.2789536 ],[109.77996707 116.7696118 ],[ 7.67592399 58.925889  ],[102.10404308  57.8437228 ],599.4793821900003,0.0964899286255467,0.22353380967856112
68,68,hHBB_10388753_IDT_1_hHBB,PSU,18.0,7,10,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06365079 0.07754489 0.09446252 ... 0.1234398  0.1234398  0.1234398 ],"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 225],[  6.37897402 125.67716368],[110 402],[ 6.37924682 21.50762301],[ 23.15240867 932.2789536 ],[108.18596437   9.02779536],[ 5.12125509 11.7063694 ],[103.06470928  -2.67857404],535.4851318899998,-0.005002144561037485,-0.011588239790609208
69,69,hHBB_10388753_IDT_1_hHBB,PSU,24.0,7,11,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01866023  0.0032729   0.01909658 ...  0.1137848   0.1137848
  0.1137848 ]","[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[110 226],[  6.47780182 119.37494925],[110 402],[ 6.37924682 21.50762301],[ 23.15240867 932.2789536 ],[112.706001   12.3831637],[ 8.1997349 10.8649288],[104.5062661   1.5182349],553.2985728000007,0.002743970388929222,0.0063568308466974656
70,70,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.0,8,2,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01462756 -0.00342168 -0.02220764 ...  0.02707672  0.02707672
  0.02707672]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 389],[6.22903431 7.13892193],[110 389],[6.22903431 7.13892193],[ 23.31495775 838.72005692],[125.43565644 450.11306   ],[  5.97576868 106.507528  ],[119.45988776 343.605532  ],735.3800373649997,0.4672489251016401,1.0
71,71,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.5,8,3,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00454205 -0.01243929 -0.0213826  ...  0.03576279  0.03576279
  0.03576279]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 390 699],[6.17929419 7.74797975 4.48289234],[110 390],[6.17929419 7.74797975],[ 23.31495775 845.10800106],[128.073998 359.501429],[  5.7798272 108.41696  ],[122.2941708 251.084469 ],747.3035798310998,0.33598724236908956,0.7190754741618777
72,72,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.0,8,4,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-6.103516e-05  1.349940e-02  2.371439e-02 ... -1.871872e-02 -1.871872e-02
 -1.871872e-02]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 391],[6.19403651 8.1953871 ],[110 391],[6.19403651 8.1953871 ],[ 23.31495775 851.53065374],[129.8737123 236.847887 ],[ 6.8054406 78.590322 ],[123.0682717 158.257565 ],651.4994147800003,0.24291282756323082,0.5198788365546059
73,73,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.5,8,5,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.03721835  0.00948234 -0.02502557 ...  0.3341942   0.3341942
  0.3341942 ]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 391],[6.25195871 8.99505064],[110 391],[6.25195871 8.99505064],[ 23.31495775 851.53065374],[136.20796496 165.435043  ],[ 6.56732552 69.177294  ],[129.64063944  96.257749  ],637.9266212799998,0.15089156932635733,0.3229361507755937
74,74,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,2.0,8,6,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.06805329  0.03363803 -0.00411217 ...  0.3988495   0.3988495
  0.3988495 ]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 392],[6.35941494 9.61510706],[110 392],[6.35941494 9.61510706],[ 23.31495775 857.9881063 ],[142.6989812 140.138704 ],[12.5896617 60.33874  ],[130.1093195  79.799964 ],630.3203230800003,0.12660223869994394,0.2709524450428737
75,75,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3.0,8,7,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08128148 -0.0696473  -0.05864019 ...  0.01760864  0.01760864
  0.01760864]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 335 392],[ 6.16849101 29.25437128 10.51460596],[110 392],[ 6.16849101 10.51460596],[ 23.31495775 857.9881063 ],[130.94258283 126.172804  ],[ 6.30523198 56.703262  ],[124.63735084  69.469542  ],734.4139527400004,0.09459180580763533,0.20244413785876317
76,76,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,4.0,8,8,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0020324  -0.00588565 -0.00178518 ...  0.2484627   0.2484627
  0.2484627 ]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 364 394],[6.19717225 5.51455189 7.64346834],[110 394],[6.19717225 7.64346834],[ 23.31495775 871.00777532],[131.17756502  63.44296   ],[ 5.89349474 35.908512  ],[125.28407028  27.534448  ],657.9525724024002,0.041848682040200445,0.08956399852840143
77,77,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5.0,8,9,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06817373 0.075399   0.1286763  ... 0.1668816  0.1668816  0.1668816 ],"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 296 393],[ 6.30234586 36.10479529 14.91206326],[110 393],[ 6.30234586 14.91206326],[ 23.31495775 864.48044985],[134.0963101  90.8729854],[ 8.4370615 46.341198 ],[125.6592486  44.5317874],787.274182185,0.05656452149415916,0.12105864445135907
78,78,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,18.0,8,10,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05337511 0.06247903 0.06475299 ... 0.2179871  0.2179871  0.2179871 ],"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 214],[  6.24435923 124.24952176],[110 393],[ 6.30234586 14.91206326],[ 23.31495775 864.48044985],[133.45961167  11.5746561 ],[ 8.48642739 13.9656255 ],[124.97318428  -2.3909694 ],743.0873488099995,-0.003217615538508313,-0.006886298428205884
79,79,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,24.0,8,11,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1416297  -0.1293879  -0.03807604 ... -0.00500107 -0.00500107
 -0.00500107]","[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[110 213],[  6.34183056 113.36145672],[110 393],[ 6.30234586 14.91206326],[ 23.31495775 864.48044985],[132.44247176   6.4047561 ],[5.98030412 6.292272  ],[1.26462168e+02 1.12484100e-01],539.9358183839998,0.00020832864975815025,0.0004458622343814547
80,80,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.0,9,2,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02937317 0.04842218 0.04861674 ... 0.09952164 0.09952164 0.09952164],"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 391 501],[6.13396917 5.98588445 8.40078034],[110 391],[6.13396917 5.98588445],[ 23.33927898 858.11642096],[ 96.30638279 322.598949  ],[ 5.41061773 77.009358  ],[ 90.89576506 245.589591  ],514.9776563085001,0.4768936826511135,1.0
81,81,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.5,9,3,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00086621  0.01812049  0.04108419 ... -0.04031372 -0.04031372
 -0.04031372]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 390 501],[6.21859165 6.45698072 8.63956776],[110 390],[6.21859165 6.45698072],[ 23.33927898 851.67474127],[ 99.12713578 314.686     ],[ 4.35293236 92.661198  ],[ 94.77420342 222.024802  ],584.887455921,0.3796026051719403,0.795990005700391
82,82,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.0,9,4,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08094636 -0.06434172 -0.03691173 ...  0.06983185  0.06983185
  0.06983185]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 390 502],[6.21617147 6.888383   9.0061822 ],[110 390],[6.21617147 6.888383  ],[ 23.33927898 851.67474127],[103.64057535 296.079759  ],[  5.22998665 100.731869  ],[ 98.4105887 195.34789  ],596.8048528449999,0.3273228913417282,0.6863644943294238
83,83,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.5,9,5,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09421553 -0.1164505  -0.1410776  ... -0.03150177 -0.03150177
 -0.03150177]","[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[110 391],[6.15788734 7.46090633],[110 391],[6.15788734 7.46090633],[ 23.33927898 858.11642096],[103.1316069 237.24854  ],[ 4.7357065 76.596568 ],[ 98.3959004 160.651972 ],529.632789183,0.3033270886566865,0.6360476133180295
