,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,nts,times,fu,peak_index,peak_nts,peak_widths,peak_area,background_area,peak_area_backsub,total_area,total_mRNA,fraction_intact,fraction_norm
43,hHBB_10388774_Twist_1_hHBB,PSU,1.5,5,5,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample5.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0368943  -0.01596928  0.00183421 ...  0.15765     0.15765
  0.15765   ]","[110, 395]",[ 23.44625476 895.80542305],"[6.434873101054464, 9.860066765211798]",[120.29047609 156.7094236 ],[ 2.1949389 54.387141 ],[118.09553719 102.3222826 ],393.2877659,275.19222871,0.37182111965751835,0.37436465996736523
44,hHBB_10388774_Twist_1_hHBB,PSU,2.0,5,6,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample6.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05013532 0.03246289 0.01667511 ... 0.05755234 0.05755234 0.05755234],"[110, 394]",[ 23.44625476 889.14789432],"[6.413375412097778, 11.037681539323842]",[116.39394773 170.148406  ],[ 1.2647882 70.445746 ],[115.12915953  99.70266   ],442.5612081,327.43204857,0.3044987820692362,0.306581786195537
45,hHBB_10388774_Twist_1_hHBB,PSU,3.0,5,7,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample7.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02210448 0.02498596 0.00701294 ... 0.2024117  0.2024117  0.2024117 ],"[110, 398]",[ 23.44625476 915.98979556],"[6.310799151702241, 15.462184057506875]",[105.95212305  99.7594925 ],[ 0.7663503 58.777213 ],[105.18577275  40.9822795 ],340.7953179,235.60954514999997,0.17394150764948332,0.1751314003502248
46,hHBB_10388774_Twist_1_hHBB,PSU,4.0,5,8,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample8.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1234949  -0.1064241  -0.08846125 ...  0.01212311  0.01212311
  0.01212311]","[110, 398]",[ 23.44625476 915.98979556],"[6.310799151702241, 15.462184057506875]",[102.4450641 107.2818656],[-1.9264783 75.3605943],[104.3715424  31.9212713],481.8001335,377.42859110000006,0.08457565762828616,0.08515421969223644
47,hHBB_10388774_Twist_1_hHBB,PSU,5.0,5,9,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample9.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05044005 -0.04588517 -0.02325897 ...  0.3982277   0.3982277
  0.3982277 ]","[110, 398]",[ 23.44625476 915.98979556],"[6.310799151702241, 15.462184057506875]",[105.3320247  68.9924652],[ 2.0565422  52.47393255],[103.2754825   16.51853265],387.9445325,284.66904999999997,0.05802714643548359,0.05842409641551697
48,hHBB_10388774_Twist_1_hHBB,PSU,18.0,5,10,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample10.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01276369 -0.00384274  0.01151493 ...  0.3323669   0.3323669
  0.3323669 ]","[110, 398]",[ 23.44625476 915.98979556],"[6.310799151702241, 15.462184057506875]",[104.12177832  14.0512053 ],[ 0.3031323 15.768218 ],[103.81864602  -1.7170127 ],267.83597519999995,164.01732917999993,-0.010468483474180178,-0.010540095892872449
49,hHBB_10388774_Twist_1_hHBB,PSU,24.0,5,11,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample11.csv,"[  -67.18592988   -66.1966543    -65.21444722 ... 17738.30969352
 17789.33633578 17840.4596487 ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.07602516 0.06568315 0.02565726 ... 0.03464508 0.03464508 0.03464508],"[110, 398]",[ 23.44625476 915.98979556],"[6.310799151702241, 15.462184057506875]",[103.89350435   8.72075903],[0.2931475  6.11980726],[103.60035685   2.60095178],241.3184523,137.71809545000002,0.018886056814112012,0.019015251860496143
50,hHBB_10388767_Genewiz_1_hHBB,PSU,0.0,6,2,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample2.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06882092 -0.05459934 -0.0436419  ...  0.03713226  0.03713226
  0.03713226]","[110, 391]",[ 23.41923142 869.45327336],"[6.385757760233815, 7.178294593431644]",[141.70666677 452.877948  ],[-1.2156942 52.607624 ],[142.92236097 400.270324  ],494.3425582791801,351.4201973091801,1.1390077379298764,1.0
51,hHBB_10388767_Genewiz_1_hHBB,PSU,0.5,6,3,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample3.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00996962 0.0155589  0.02303447 ... 0.05008698 0.05008698 0.05008698],"[110, 391]",[ 23.41923142 869.45327336],"[6.385020263987073, 7.682263834254627]",[146.72015366 430.594947  ],[ 1.1202305 86.568348 ],[145.59992316 344.026599  ],597.34273473,451.74281156999996,0.7615541192661373,0.6686118925322198
52,hHBB_10388767_Genewiz_1_hHBB,PSU,1.0,6,4,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample4.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00352407  0.01824766  0.01372045 ...  0.1947594   0.1947594
  0.1947594 ]","[110, 393]",[ 23.41923142 882.61628828],"[6.460524747623538, 8.275795561456562]",[147.46871694 300.993043  ],[ 0.5748718 80.241239 ],[146.89384514 220.751804  ],498.97825545,352.08441030999995,0.6269854544415489,0.55046636959735
53,hHBB_10388767_Genewiz_1_hHBB,PSU,1.5,6,5,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample5.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01780904 0.01805731 0.00470123 ... 0.1790886  0.1790886  0.1790886 ],"[110, 393]",[ 23.41923142 882.61628828],"[6.5628917231614, 8.939881007435929]",[153.68497767 235.841396  ],[ 1.90703489 81.126765  ],[151.77794278 154.714631  ],494.9656175,343.187674715,0.45081639697137355,0.39579748403704723
54,hHBB_10388767_Genewiz_1_hHBB,PSU,2.0,6,6,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample6.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04760401 -0.04833483 -0.05700511 ...  0.1878662   0.1878662
  0.1878662 ]","[110, 392]",[ 23.41923142 876.0172946 ],"[6.526649830671801, 9.50605689966693]",[153.67935066 218.338164  ],[-1.41673245 83.00088   ],[155.09608311 135.337284  ],513.6351597,358.53907658700007,0.3774687135592046,0.33140136013934934
55,hHBB_10388767_Genewiz_1_hHBB,PSU,3.0,6,7,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample7.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02807945 0.03532381 0.02897392 ... 0.05044937 0.05044937 0.05044937],"[110, 393]",[ 23.41923142 882.61628828],"[6.4985428695854495, 10.862615318112091]",[147.87585399 147.4794977 ],[ 1.2354329  72.46472145],[146.64042109  75.01477625],511.4904741,364.85005301,0.20560440002990468,0.18051185534839873
56,hHBB_10388767_Genewiz_1_hHBB,PSU,4.0,6,8,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample8.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0108935  0.00942282 0.00821747 ... 0.2946014  0.2946014  0.2946014 ],"[110, 393]",[ 23.41923142 882.61628828],"[6.4985428695854495, 10.862615318112091]",[150.86453331  94.0776215 ],[ 1.0414559  57.01042215],[149.82307741  37.06719935],402.10542039999996,252.28234298999993,0.14692744212966688,0.12899599997161085
57,hHBB_10388767_Genewiz_1_hHBB,PSU,5.0,6,9,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample9.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03951194 0.06212768 0.06138807 ... 0.2779579  0.2779579  0.2779579 ],"[110, 393]",[ 23.41923142 882.61628828],"[6.4985428695854495, 10.862615318112091]",[149.87365705  63.0208751 ],[ 0.1039818 41.7689019],[149.76967525  21.2519732 ],318.3047282,168.535052954,0.12609823788882965,0.1107088509495209
58,hHBB_10388767_Genewiz_1_hHBB,PSU,18.0,6,10,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample10.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00316195  0.00186444 -0.00402178 ...  0.2693214   0.2693214
  0.2693214 ]","[110, 393]",[ 23.41923142 882.61628828],"[6.4985428695854495, 10.862615318112091]",[144.8885825  10.5215639],[ 0.0578306 11.5424364],[144.8307519  -1.0208725],456.8415252,312.0107733,-0.003271914265019391,-0.00287260055929561
59,hHBB_10388767_Genewiz_1_hHBB,PSU,24.0,6,11,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample11.csv,"[  -80.750859     -79.52543412   -78.30975802 ... 17061.94784282
 17109.15906523 17156.45107022]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07740632 -0.06027135 -0.02837273 ...  0.1755981   0.1755981
  0.1755981 ]","[110, 393]",[ 23.41923142 882.61628828],"[6.4985428695854495, 10.862615318112091]",[141.969563    4.7938205],[-1.6505338   3.86434471],[143.6200968    0.92947579],356.9407761399999,213.32067933799993,0.004357176190721177,0.0038254140385738347
60,hHBB_10388753_IDT_1_hHBB,PSU,0.0,7,2,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample2.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.08561789 0.07695857 0.05663602 ... 0.09709549 0.09709549 0.09709549],"[110, 395]",[ 23.15240867 884.42086714],"[6.319276930536347, 9.082217886295496]",[106.65566627 328.2914322 ],[ 0.60165459 41.89594475],[106.05401168 286.39548745],357.85496601470004,251.80095433570006,1.1373884114361963,1.0
61,hHBB_10388753_IDT_1_hHBB,PSU,0.5,7,3,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample3.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01218255 -0.02931215 -0.02772522 ...  0.09516525  0.09516525
  0.09516525]","[110, 395]",[ 23.15240867 884.42086714],"[6.361264647000141, 10.483470638948063]",[110.50170695 321.034299  ],[ 0.7831759 55.808752 ],[109.71853105 265.225547  ],440.527782242,330.80925119200003,0.8017476719418116,0.7049022689878065
62,hHBB_10388753_IDT_1_hHBB,PSU,1.0,7,4,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample4.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03847039 -0.05048831 -0.06663752 ...  0.1674461   0.1674461
  0.1674461 ]","[110, 398]",[ 23.15240867 904.70881236],"[6.359435136777208, 11.19895404247228]",[111.49108429 231.5852    ],[-1.756903  49.8835575],[113.24798729 181.7016425 ],381.04228229700004,267.79429500900005,0.6785119992712817,0.5965525870045705
63,hHBB_10388753_IDT_1_hHBB,PSU,1.5,7,5,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample5.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00403159 0.02904131 0.03632698 ... 0.1734085  0.1734085  0.1734085 ],"[110, 396]",[ 23.15240867 891.14658519],"[6.4770069247302615, 12.48974548620788]",[119.04588205 240.885324  ],[ 1.7572355 70.606318 ],[117.28864655 170.279006  ],504.6337043,387.34505774999997,0.43960546957566043,0.386504262884624
64,hHBB_10388753_IDT_1_hHBB,PSU,2.0,7,6,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample6.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0215568  0.02784829 0.02363694 ... 0.1855698  0.1855698  0.1855698 ],"[110, 399]",[ 23.15240867 911.54550218],"[6.439768986966783, 12.928783299433803]",[121.3826796 179.1428772],[ 0.4494016  58.72624095],[120.933278   120.41663625],439.38462590000006,318.4513479000001,0.37813197225911305,0.3324563257872836
65,hHBB_10388753_IDT_1_hHBB,PSU,3.0,7,7,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample7.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03935124 -0.03533803 -0.0280603  ...  0.05254745  0.05254745
  0.05254745]","[110, 399]",[ 23.15240867 911.54550218],"[6.377413640059629, 14.659836959198913]",[110.83798854 129.7153426 ],[ 0.6216338  54.79511175],[110.21635474  74.92023085],426.04596250000003,315.82960776000004,0.23721724945728379,0.20856309689118974
66,hHBB_10388753_IDT_1_hHBB,PSU,4.0,7,8,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample8.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01545714 -0.01332894 -0.00936888 ...  0.1321106   0.1321106
  0.1321106 ]","[110, 399]",[ 23.15240867 911.54550218],"[6.363860100369607, 16.139419190427986]",[113.64350742 129.3661915 ],[ 0.3655174 62.6902875],[113.27799002  66.675904  ],505.5489921,392.27100208,0.1699740833415009,0.1494424258524599
67,hHBB_10388753_IDT_1_hHBB,PSU,5.0,7,9,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample9.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00934092  0.01933518  0.03265099 ...  0.1699028   0.1699028
  0.1699028 ]","[110, 399]",[ 23.15240867 911.54550218],"[6.363860100369607, 16.139419190427986]",[112.07958497 117.8062622 ],[ 1.3941897 61.960875 ],[110.68539527  55.8453872 ],482.14794430000006,371.4625490300001,0.15033921278424703,0.13217930767767502
68,hHBB_10388753_IDT_1_hHBB,PSU,18.0,7,10,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample10.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06365079 0.07754489 0.09446252 ... 0.1234398  0.1234398  0.1234398 ],"[110, 399]",[ 23.15240867 911.54550218],"[6.363860100369607, 16.139419190427986]",[109.40301599   8.67633608],[ 1.13597   12.6129885],[108.26704599  -3.93665242],401.3476329,293.08058691,-0.013431979448058358,-0.011809492089951584
69,hHBB_10388753_IDT_1_hHBB,PSU,24.0,7,11,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample11.csv,"[ -173.03766794  -170.29128211  -167.57032647 ... 15072.51683962
 15107.11847489 15141.74258581]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01866023  0.0032729   0.01909658 ...  0.1137848   0.1137848
  0.1137848 ]","[110, 399]",[ 23.15240867 911.54550218],"[6.363860100369607, 16.139419190427986]",[115.2722361  12.8537322],[ 6.626601 10.576085],[108.6456351   2.2776472],401.80961460000003,293.16397950000004,0.007769191849164398,0.0068307288618794084
70,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.0,8,2,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample2.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01462756 -0.00342168 -0.02220764 ...  0.02707672  0.02707672
  0.02707672]","[110, 389]",[ 23.31495775 838.72005692],"[6.229034312883897, 7.138921930472009]",[126.83179271 497.285124  ],[ 0.857292  53.7384535],[125.97450071 443.5466705 ],606.14011968,480.165618966,0.9237368378334623,1.0
71,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.5,8,3,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample3.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00454205 -0.01243929 -0.0213826  ...  0.03576279  0.03576279
  0.03576279]","[110, 390]",[ 23.31495775 845.10800106],"[6.179294193794092, 7.7479797538381945]",[129.14630205 399.967805  ],[-1.7587225 73.195884 ],[130.90502455 326.771921  ],617.4981769439999,486.59315239399984,0.6715505949730447,0.7269934114007008
72,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.0,8,4,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample4.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-6.103516e-05  1.349940e-02  2.371439e-02 ... -1.871872e-02 -1.871872e-02
 -1.871872e-02]","[110, 391]",[ 23.31495775 851.53065374],"[6.194036509384176, 8.195387099437653]",[132.03759631 260.387758  ],[2.3157900e-02 6.1637563e+01],[132.01443841 198.750195  ],512.06484,380.05040159,0.5229574660847552,0.5661325224522848
73,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.5,8,5,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample5.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.03721835  0.00948234 -0.02502557 ...  0.3341942   0.3341942
  0.3341942 ]","[110, 391]",[ 23.31495775 851.53065374],"[6.251958705421032, 8.99505064026772]",[137.89449233 187.601349  ],[ 0.34579245 57.39376095],[137.54869988 130.20758805],492.3128551,354.76415521999996,0.36702577228878813,0.3973272010561065
74,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,2.0,8,6,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample6.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.06805329  0.03363803 -0.00411217 ...  0.3988495   0.3988495
  0.3988495 ]","[110, 392]",[ 23.31495775 857.9881063 ],"[6.359414935364796, 9.615107059716365]",[145.72033558 155.8492915 ],[ 3.0162643 54.200274 ],[142.70407128 101.6490175 ],477.5850129,334.88094161999993,0.30353777975022644,0.3285976777348684
75,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3.0,8,7,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample7.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08128148 -0.0696473  -0.05864019 ...  0.01760864  0.01760864
  0.01760864]","[110, 392]",[ 23.31495775 857.9881063 ],"[6.168491012060386, 10.514605957481137]",[132.51262396 137.8324281 ],[ 0.50646576 60.13985505],[132.0061582   77.69257305],594.7992093,462.793051104,0.167877570470566,0.18173744252129972
76,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,4.0,8,8,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample8.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0020324  -0.00588565 -0.00178518 ...  0.2484627   0.2484627
  0.2484627 ]","[110, 392]",[ 23.31495775 857.9881063 ],"[6.168491012060386, 10.514605957481137]",[132.64681928  86.190808  ],[-1.5395458  43.59385305],[134.18636508  42.59695495],517.0823860999999,382.89602101999986,0.11124940613518423,0.12043409072665028
77,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5.0,8,9,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample9.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06817373 0.075399   0.1286763  ... 0.1668816  0.1668816  0.1668816 ],"[110, 393]",[ 23.31495775 864.48044985],"[6.302345857186822, 14.91206326174671]",[136.1052124  97.4439209],[-4.576730e-02  6.106104e+01],[136.1509797  36.3828809],635.7713193,499.62033959999997,0.07282105634275905,0.0788331193043616
78,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,18.0,8,10,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample10.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05337511 0.06247903 0.06475299 ... 0.2179871  0.2179871  0.2179871 ],"[110, 393]",[ 23.31495775 864.48044985],"[6.302345857186822, 14.91206326174671]",[136.40618197  15.0213544 ],[ 1.7192267 20.8273275],[134.68695527  -5.8059731 ],552.7381373000001,418.05118203000006,-0.013888187259289588,-0.015034787712767873
79,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,24.0,8,11,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample11.csv,"[ -121.90612381  -119.99412373  -118.09903721 ... 15611.0712152
 15650.50021734 15689.97767954]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1416297  -0.1293879  -0.03807604 ... -0.00500107 -0.00500107
 -0.00500107]","[110, 393]",[ 23.31495775 864.48044985],"[6.302345857186822, 14.91206326174671]",[133.7781061  10.2741891],[-0.7478266  8.749737 ],[134.5259327   1.5244521],363.53731067,229.01137797,0.006656665330399878,0.007206235648252872
80,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.0,9,2,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample2.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02937317 0.04842218 0.04861674 ... 0.09952164 0.09952164 0.09952164],"[110, 391]",[ 23.33927898 858.11642096],"[6.133969174308916, 5.985884448878778]",[ 97.3506211 365.540704 ],[-0.348591 37.457919],[ 97.6992121 328.082785 ],419.382368773,321.6831566755,1.0198941977274725,1.0
81,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.5,9,3,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample3.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00086621  0.01812049  0.04108419 ... -0.04031372 -0.04031372
 -0.04031372]","[110, 390]",[ 23.33927898 851.67474127],"[6.218591645213294, 6.45698071531757]",[100.42584578 353.780205  ],[ 0.8864778 58.65603  ],[ 99.53936798 295.124175  ],482.79152143000005,383.25215345000004,0.7700522289133142,0.7550314832941927
82,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.0,9,4,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample4.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08094636 -0.06434172 -0.03691173 ...  0.06983185  0.06983185
  0.06983185]","[110, 390]",[ 23.33927898 851.67474127],"[6.2161714725414186, 6.888382996086534]",[105.27936815 336.313047  ],[ 1.1134881 68.6632905],[104.16588005 267.6497565 ],490.77328042,386.60740037,0.6923037589136876,0.6787995857376955
83,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.5,9,5,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample5.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09421553 -0.1164505  -0.1410776  ... -0.03150177 -0.03150177
 -0.03150177]","[110, 391]",[ 23.33927898 858.11642096],"[6.157887339059741, 7.460906326554209]",[104.4158033 260.13757  ],[ 0.9835347 62.554963 ],[103.4322686 197.582607 ],423.24536829999994,319.81309969999995,0.6178064850543706,0.6057554660385034
84,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,2.0,9,6,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample6.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03392534 0.01472165 0.00258177 ... 0.08798599 0.08798599 0.08798599],"[110, 390]",[ 23.33927898 851.67474127],"[6.319006685259609, 7.962415345855277]",[110.3790615 260.699013 ],[ 5.1892381 70.89582  ],[105.1898234 189.803193 ],460.903688,355.71386459999997,0.533583905180175,0.5231757434929096
85,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,3.0,9,7,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample7.csv,"[  -84.08859957   -82.81840757   -81.55819399 ... 17067.69797049
 17115.34132536 17163.06784459]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08597491 -0.09154899 -0.09187686 ...  0.2093124   0.2093124
  0.2093124 ]","[110, 390]",[ 23.33927898 851.67474127],"[6.173030819859562, 8.879376833053072]",[ 95.61200707 212.5240942 ],[-1.2253557 69.4315638],[ 96.83736277 143.0925304 ],444.9468623,348.10949953000005,0.41105609181362857,0.4030379746541783
