,Sample,Nucleotide,Timepoint,Plate,FileNumber,Unnamed: 5,Unnamed: 6,Unnamed: 7,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area,double_normalized,Fraction_intact
77,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1,7,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample6.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,175.45288171531226,266.60006862646657,1449.0346454138737,1182.4345767874072,6.739328332640391,0.0879194702054879,0.6836753509721323
78,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3,7,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample7.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,171.67915634707623,319.1541495457897,1267.0594450472938,947.905295501504,5.521376710316338,0.07975637097201092,0.620197833188826
79,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5,7,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample8.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,178.4449648906056,323.21021677765356,930.94269943648,607.7324826588265,3.4057138178787643,0.04788019061742396,0.37232374181136324
80,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0,7,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample9.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,134.9347231488088,118.42221390639081,1284.346099243256,1165.9238853368652,8.640651258098037,0.13045604715681902,1.0
81,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1,7,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample10.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,181.58997274162505,192.07918672539864,1268.585603766899,1076.5064170415005,5.928226106257561,0.09107204262343575,0.6981051826134176
82,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3,7,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample11.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,151.44603595893167,166.07611473976544,768.3023636381006,602.2262488983351,3.9765071768642635,0.06141228119196602,0.47075074349097323
83,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5,7,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample12.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,96.18179293011303,156.06719762142373,444.9219304502842,288.8547328288605,3.003216347180658,0.04684962560404401,0.35912191596397874
84,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0,8,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample1.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,133.44398709272156,213.566113149592,1685.6148310890808,1472.0487179394888,11.0312105476634,0.13236657307707242,1.0
85,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1,8,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample2.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,187.88338763715007,290.17454272638616,1411.002232686038,1120.827689959652,5.965549717063071,0.07345410095373862,0.5549293847093018
86,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3,8,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample3.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,193.66982440419943,358.6121049315068,1029.1335630673364,670.5214581358296,3.462188599584904,0.04398353867453636,0.33228584567892594
87,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5,8,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample4.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,111.55588861600533,243.72132032045462,454.82370129439835,211.10238097394372,1.8923463708903314,0.0247030230101819,0.18662584091980833
88,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0,8,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample5.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,179.4113468512943,358.947030099026,1962.0633574470626,1603.1163273480365,8.93542329112988,0.11525068516944535,1.0
89,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1,8,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample6.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,197.2758380518109,306.6050370108299,1016.2357122969203,709.6306752860903,3.5971494649016207,0.048369064580140377,0.4196857008617917
90,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3,8,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample7.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,193.92831817391968,241.81932798330902,517.6106541692586,275.79132618594963,1.4221302426735491,0.021155234275222284,0.1835584252199383
91,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5,8,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample8.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,284.73957693198236,266.62583381278966,471.2849723575165,204.65913854472683,0.7187590174498824,0.010600559024761595,0.09197827335409159
92,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0,8,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample9.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,200.77933079595505,237.99487351520432,2310.330454470514,2072.3355809553095,10.321458751455602,0.16431347140430566,1.0
93,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1,8,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample10.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,195.14721251566155,211.27335556917282,1378.6953976395919,1167.4220420704191,5.982263476998051,0.09692553902432258,0.5898818775840357
94,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3,8,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample11.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,195.49283619607084,242.08961976115992,1063.4677988549831,821.3781790938232,4.20157687144104,0.07018290060623561,0.4271280985449166
95,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5,8,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample12.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,208.89320023983072,305.45356141915494,951.1477939450399,645.6942325258849,3.091025613971934,0.05120425866301482,0.3116254451043937
