,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,peak_area,peak_background_area,lane_background_area,peak_area_subtracted,peak_area_subtracted_normalized,fraction_intact,fraction_intact_nop4p6
74,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3,7,3,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample3.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,187.68111346561713,1063.4480192293058,284.5429244577284,1778.766504726471,778.9050947715774,4.1501517141961735,0.43789057906245715,0.48954323825092433
75,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5,7,4,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample4.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,171.6200727979277,832.1898340663824,276.78371101550465,1560.864421814123,555.4061230508778,3.236253860029736,0.3558323934409076,0.3997900898025557
76,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0,7,5,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample5.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,125.09908713143663,1392.5088520872962,177.26861746105124,1674.0541548263268,1215.240234626245,9.714221442315086,0.7259264768243527,0.7845548653872382
77,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1,7,6,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample6.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,175.45288171531226,1449.0346454138737,266.60006862646657,1967.846159975239,1182.4345767874072,6.739328332640391,0.6008775486810847,0.6596959445949978
78,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3,7,7,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample7.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,171.67915634707623,1267.0594450472938,319.1541495457897,1944.8484242367167,947.905295501504,5.521376710316338,0.4873928907202745,0.5345825199359932
79,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5,7,8,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample8.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,178.4449648906056,930.94269943648,323.21021677765356,1704.1904976002725,607.7324826588265,3.4057138178787643,0.3566106509305121,0.3983183759217806
80,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0,7,9,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample9.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,134.9347231488088,1284.346099243256,118.42221390639081,1600.6664108084742,1165.9238853368652,8.640651258098037,0.7283990452126582,0.7954551949398709
81,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1,7,10,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample10.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,181.58997274162505,1268.585603766899,192.07918672539864,1791.9619822496943,1076.5064170415005,5.928226106257561,0.6007417722612703,0.6684830652082359
82,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3,7,11,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample11.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,151.44603595893167,768.3023636381006,166.07611473976544,1347.488506994565,602.2262488983351,3.9765071768642635,0.44692496134274207,0.503515772627102
83,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5,7,12,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample12.csv,[ 23.47343376 279.37745695 836.58132464],736.5813246414391,936.5813246414391,96.18179293011303,444.9219304502842,156.06719762142373,871.0476503872142,288.8547328288605,3.003216347180658,0.331617601747107,0.37278030777714627
84,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0,8,1,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample1.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,133.44398709272156,1685.6148310890808,213.566113149592,2051.1276123156413,1472.0487179394888,11.0312105476634,0.7176777832353417,0.767618129798846
85,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1,8,2,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample2.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,187.88338763715007,1411.002232686038,290.17454272638616,1994.2169523576392,1120.827689959652,5.965549717063071,0.5620389941197556,0.6204987339274117
86,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3,8,3,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample3.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,193.66982440419943,1029.1335630673364,358.6121049315068,1791.1743709758794,670.5214581358296,3.462188599584904,0.3743473940901196,0.41973054760614
87,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5,8,4,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample4.csv,[ 23.65575317 274.03492792 908.20166566],808.2016656640272,1008.2016656640272,111.55588861600533,454.82370129439835,243.72132032045462,969.5706272667651,211.10238097394372,1.8923463708903314,0.21772769825860408,0.24603584468246453
88,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0,8,5,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample5.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,179.4113468512943,1962.0633574470626,358.947030099026,2573.373313971965,1603.1163273480365,8.93542329112988,0.6229629873924701,0.669649873041291
89,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1,8,6,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample6.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,197.2758380518109,1016.2357122969203,306.6050370108299,1719.8067396857787,709.6306752860903,3.5971494649016207,0.41262233651656993,0.4660862216487826
90,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3,8,7,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample7.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,193.92831817391968,517.6106541692586,241.81932798330902,1270.9382794243184,275.79132618594963,1.4221302426735491,0.21699820569640213,0.2560712863470255
91,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5,8,8,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample8.csv,[ 23.65575317 274.03492792 824.40349849],724.4034984854102,924.4034984854102,284.73957693198236,471.2849723575165,266.62583381278966,1585.5260787861844,204.65913854472683,0.7187590174498824,0.12907964194534455,0.15733491872263136
92,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0,8,9,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample9.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,200.77933079595505,2310.330454470514,237.99487351520432,2770.9134930592604,2072.3355809553095,10.321458751455602,0.7478889493108363,0.8063141649891048
93,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1,8,10,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample10.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,195.14721251566155,1378.6953976395919,211.27335556917282,1928.3732746136016,1167.4220420704191,5.982263476998051,0.6053921496626952,0.6735544010094924
94,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3,8,11,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample11.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,195.49283619607084,1063.4677988549831,242.08961976115992,1730.241928594095,821.3781790938232,4.20157687144104,0.47471868847914955,0.5351872714323819
95,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5,8,12,nts-Eukaryote Total RNA Nano_2020-12-02_16-22-53_Sample12.csv,[ 23.65575317 271.19672571 836.92070505],736.9207050531916,936.9207050531916,208.89320023983072,951.1477939450399,305.45356141915494,1776.3092892580564,645.6942325258849,3.091025613971934,0.36350326850769543,0.41194819745044536
