,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,peak_area,peak_background_area,lane_background_area
98,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,18.0,10,10,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample10.csv,[ 23.31260034 856.43995302],756.439953016888,956.439953016888,159.1029387303587,265.92211854152555,236.67181358594985,1200.0592119213288
99,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,24.0,10,11,nts-Eukaryote Total RNA Nano_2020-12-10_13-20-33_Sample11.csv,[ 23.31260034 856.43995302],756.439953016888,956.439953016888,156.9350967043149,230.95689929199784,226.3085736879609,1295.3429767083317
100,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.0,11,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample2.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,125.8309290452957,2323.8329041080656,217.19090757119153,2418.7802961475545
101,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.5,11,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample3.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,130.26518212318132,1901.4188497994555,336.6215188695838,2074.730110973291
102,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.0,11,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample4.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,134.11683907872538,2198.530017105489,418.467308323891,2672.2844448648557
103,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.5,11,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample5.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,135.68322397289012,2050.744368274592,451.14772816393855,2586.9880489950924
104,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,2.0,11,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample6.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,134.65974254039344,2066.9655139172346,470.4510067978503,2568.392197774704
105,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3.0,11,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample7.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,122.81514111791314,1586.1547691390188,527.3022825781377,2255.8424791307084
106,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,4.0,11,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample8.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,118.00177101451091,1618.068447987928,600.2094864101393,2402.38059806034
107,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5.0,11,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample9.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,115.31257225161505,1381.398948546732,568.1485091642952,2236.7632851731755
108,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,18.0,11,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample10.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,117.60330370007404,372.9158477740608,344.8848950712692,1663.1045494822934
109,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,24.0,11,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-17-25_Sample11.csv,[ 23.20677598 891.12351089],791.1235108934611,991.1235108934611,119.28244959875364,228.47167966945233,235.99063545271372,1394.2758550716467
110,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.0,12,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample2.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,142.3360315052385,2923.8260372527648,332.9667830483212,3169.649978301805
111,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.5,12,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample3.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,144.78685876987703,2650.4758456433415,399.5835209963142,2983.4626198084884
112,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.0,12,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample4.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,144.5696124133598,2984.969973320186,419.0204239781818,3370.6859349262377
113,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.5,12,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample5.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,152.2645697577424,2751.599830871071,545.9402640255532,3390.099321822314
114,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,2.0,12,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample6.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,154.58268727195846,2341.8147375986914,461.44924082646185,2956.498143820761
115,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3.0,12,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample7.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,144.39841781294763,1908.8226482447926,524.8795026957257,2745.547070989004
116,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,4.0,12,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample8.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,147.4532863185452,1721.7869469782622,555.1395490273768,2655.396923135938
117,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5.0,12,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample9.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,147.54375091317536,1615.57304971296,601.6368992727681,2744.6376443394356
118,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,18.0,12,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample10.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,144.2593467417543,334.8009157909346,301.0684857325675,1736.896542234862
119,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,24.0,12,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-22-13_Sample11.csv,[ 23.2875797  890.89787552],790.8978755224252,990.8978755224252,141.3508162961695,237.1446514625043,243.38222476471518,1730.18810741666
120,hHBB_10415488_RLT-10_hHBB,PSU,0.0,13,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample2.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,99.21710506105507,2373.614206649821,334.2312966327436,2435.328068712336
121,hHBB_10415488_RLT-10_hHBB,PSU,0.5,13,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample3.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,99.23813554436958,2684.0203589442763,541.7077864286032,2913.9067034973236
122,hHBB_10415488_RLT-10_hHBB,PSU,1.0,13,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample4.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,102.76966952214819,2755.11027797999,631.0420270921568,3192.9522123437
123,hHBB_10415488_RLT-10_hHBB,PSU,1.5,13,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample5.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,100.85698193894339,2819.4915767363423,668.6691975655061,3417.534130507088
124,hHBB_10415488_RLT-10_hHBB,PSU,2.0,13,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample6.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,101.31845886730537,2052.6961097669455,661.853726626804,2608.3978135282573
125,hHBB_10415488_RLT-10_hHBB,PSU,3.0,13,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample7.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,92.62429300579232,1781.9519604978962,699.3342335538435,2352.5705836472503
126,hHBB_10415488_RLT-10_hHBB,PSU,4.0,13,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample8.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,93.65950103659058,1553.0664634892346,636.2844517882381,2267.0007177794732
127,hHBB_10415488_RLT-10_hHBB,PSU,5.0,13,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample9.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,91.12162599452974,1426.740994964446,652.5914055724267,2268.8343049798755
128,hHBB_10415488_RLT-10_hHBB,PSU,18.0,13,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample10.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,88.44618163854223,570.5161434297441,516.6121790487033,2115.5226776528143
129,hHBB_10415488_RLT-10_hHBB,PSU,24.0,13,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample11.csv,[ 23.31702844 897.3052181 ],797.3052181000035,997.3052181000035,88.80449514441887,377.57664824634514,387.7122484665854,2018.0519563363935
130,hHBB_10419522_12_hHBB,PSU,0.0,14,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample2.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,161.80903461810902,3027.175113633986,321.5308349087096,3223.85035150287
131,hHBB_10419522_12_hHBB,PSU,0.5,14,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample3.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,164.8462977747416,3077.202467652609,489.5727745019653,3654.7446294606975
132,hHBB_10419522_12_hHBB,PSU,1.0,14,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample4.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,168.45605944704442,2332.969895671794,491.7186096511799,3117.331943431933
133,hHBB_10419522_12_hHBB,PSU,1.5,14,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample5.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,169.880563146971,2142.3773101457427,553.5184193442509,3218.4042106864854
134,hHBB_10419522_12_hHBB,PSU,2.0,14,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample6.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,171.90477871021815,1444.6497552445846,436.50500163264667,2425.0415664149527
135,hHBB_10419522_12_hHBB,PSU,3.0,14,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample7.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,161.352234225984,1106.0857432120297,431.0675313805547,2192.755944822461
136,hHBB_10419522_12_hHBB,PSU,4.0,14,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample8.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,163.90565056842075,684.2106778085595,322.50078716943955,1639.4806209410149
137,hHBB_10419522_12_hHBB,PSU,5.0,14,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample9.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,168.19706721774568,692.6567503255554,382.1765961014732,1967.557276255477
138,hHBB_10419522_12_hHBB,PSU,18.0,14,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample10.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,166.05551264293618,88.2249329640353,76.06894627348788,768.0347214785561
139,hHBB_10419522_12_hHBB,PSU,24.0,14,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample11.csv,[ 23.23671656 864.3017974 ],764.3017973993118,964.3017973993118,162.81557798788688,30.755007681820643,30.163584582709213,587.2507989643786
140,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.0,15,2,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample2.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,108.20453514000079,2773.9674236198994,271.5008815578368,2954.613411378557
141,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.5,15,3,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample3.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,108.457157010924,3121.6461641594897,385.58670361813165,3509.870459328556
142,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.0,15,4,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample4.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,109.8773907442028,2845.559623698946,431.681527232259,3372.3061019009488
143,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.5,15,5,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample5.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,115.32539971807284,2489.662845263631,501.82731586709855,3178.402314320053
144,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,2.0,15,6,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample6.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,115.55066346797102,2443.0946214457013,549.0872328793406,3273.4354439217627
145,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3.0,15,7,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample7.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,102.54643588801343,1991.8098497448027,544.776863019892,2910.760316044874
146,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,4.0,15,8,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample8.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,104.90429435895348,1868.0786611129702,664.8341151660102,3071.083082875708
147,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5.0,15,9,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample9.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,104.56472947228235,1482.164222460196,569.9208558927664,2611.127577748528
148,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,18.0,15,10,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample10.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,106.81366689796035,336.286134530801,305.08455958696874,2053.4910959051613
149,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,24.0,15,11,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample11.csv,[ 23.55414834 860.68806619],760.6880661922572,960.6880661922572,99.93595436220463,185.27682440873036,199.61067148363608,1814.9375215901186
150,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.0,16,2,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample2.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,160.47130005879467,3235.7078956549744,350.81801194173227,3477.505635631627
151,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.5,16,3,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample3.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,163.19051166616933,2870.2402977334955,448.505828048288,3494.4323177272636
152,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.0,16,4,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample4.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,165.79647629910286,2391.662163764032,437.7185717781147,3215.0531856751722
153,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.5,16,5,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample5.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,168.9402105413282,1850.5175236145733,452.1775760371168,2844.5649538126704
154,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,2.0,16,6,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample6.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,177.13238774158748,1471.5983237213,387.4519918478878,2424.685731621191
155,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3.0,16,7,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample7.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,164.45670829081183,1065.8975839589896,373.23345935115503,2254.874794946337
156,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,4.0,16,8,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample8.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,163.2723316384493,889.2377224572906,350.2316394569102,2184.335419624108
157,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5.0,16,9,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample9.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,163.17607524234728,779.3300581865635,340.01576455957075,2216.78074156839
158,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,18.0,16,10,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample10.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,160.857542010873,73.67756894557587,65.91759759837755,1090.6835738290415
159,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,24.0,16,11,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample11.csv,[ 23.55414834 873.84745964],773.8474596400459,973.8474596400459,162.79031139207478,69.34702731892334,70.9915108508964,1074.3379015933801
160,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.0,17,2,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample2.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,120.97373108847279,2360.54540337055,435.3899896151329,2527.8193559294855
161,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.5,17,3,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample3.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,118.97642490177226,2218.351833309908,573.7379988936839,2578.6633129808065
162,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.0,17,4,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample4.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,118.72826857274487,2094.1969378436333,655.1648220434848,2665.7627857045018
163,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.5,17,5,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample5.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,122.8301637227652,1890.6710069382639,708.183013061705,2504.848863106493
164,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,2.0,17,6,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample6.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,117.46062157901203,1969.3872803258434,783.1302426107565,2765.581519184662
165,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3.0,17,7,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample7.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,118.30176131844054,1624.3387915831486,817.8635871892319,2722.2853351722392
166,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,4.0,17,8,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample8.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,115.56266336606215,1221.0414200436694,698.1634781336604,2250.6608205879706
167,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5.0,17,9,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample9.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,114.46924918238142,1191.1793220073607,735.1024339957961,2416.7381026609037
168,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,18.0,17,10,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample10.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,107.64375082456334,243.27380011977715,236.6523134901342,1449.8014860831513
169,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,24.0,17,11,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample11.csv,[ 23.49489546 888.70757569],788.707575694556,988.707575694556,111.11902088924737,192.09209372467527,196.23589699269326,1394.1982890129607
170,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.0,18,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample2.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,140.99718296639648,1967.605012646878,388.0864608638352,2136.7431137235276
171,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.5,18,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample3.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,141.58549139881515,1583.0086423699563,400.8636360845937,1917.0218961100713
172,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.0,18,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample4.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,143.20073427067567,1782.6679717580598,514.7607331227439,2397.899046716573
173,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.5,18,5,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample5.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,145.20576350379568,1938.6054184525826,593.9193006158915,2862.124675058436
174,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,2.0,18,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample6.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,143.37591678514792,2193.699815184649,707.1929894334331,3466.161725230591
175,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3.0,18,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample7.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,140.85200832872857,1186.3630285073805,514.1924059597951,2351.5980149304673
176,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,4.0,18,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample8.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,143.95500281767397,901.8502818470864,449.50598135896826,2071.388650758565
177,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5.0,18,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample9.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,144.2155087485302,1048.8984004034337,553.6471498149691,2634.8739186528637
178,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,18.0,18,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample10.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,140.77784448696116,179.9111325093585,177.77710052917735,1463.081520742831
179,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,24.0,18,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample11.csv,[ 23.4735484  869.08606677],769.08606676995,969.08606676995,141.78582261595395,117.75569088890425,124.43774843845135,1181.7834640633366
180,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.0,19,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample2.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,114.97682703693205,1854.1206875156156,242.1187365660115,2074.532551786209
181,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.5,19,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample3.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,116.72915617953667,2117.138043962603,257.46155439148976,2433.7222172703564
182,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.0,19,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample4.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,120.41995098422029,1856.8461779463132,361.39281651175804,2227.821544140459
183,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.5,19,5,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample5.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,120.95601888064662,1772.269349283148,425.0306553678756,2281.5423821827553
184,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,2.0,19,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample6.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,120.82280763504134,2443.002656097452,532.5397461768862,3310.652235506773
185,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3.0,19,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample7.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,111.40293427157422,1549.8340976387526,470.0248584926466,2363.829505935951
186,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,4.0,19,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample8.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,109.51311014204809,1039.2711198297636,417.9337817268575,1759.611550708532
187,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5.0,19,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample9.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,104.31986187599067,1382.0534320165461,577.6678792579362,2484.120679949364
188,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,18.0,19,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample10.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,104.8033011794539,281.5376394909549,271.4137025367089,1511.1560848406023
189,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,24.0,19,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample11.csv,[ 23.29037651 864.13663602],764.1366360199745,964.1366360199745,103.37642310332326,212.3231857503568,215.4609988988043,1643.9932962290177
190,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.0,20,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample2.csv,[ 23.62262713 867.09018588],767.0901858841688,967.0901858841688,115.5402431889836,2718.4521175478485,309.52646581565176,2913.1031400029674
