,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
36,36,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,4.0,4,8,nts-Eukaryote Total RNA Nano_2020-10-12_17-13-16_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.2536441 -0.1976144 -0.1315544 ...  0.1067352  0.1067352  0.1067352],"[-7.39534208e+00 -7.49746881e+00 -7.59411077e+00 ...  1.29868042e+04
  1.30230502e+04  1.30593670e+04]",[110 245 409 487 687 945],[ 6.94626759 12.9380057  17.30250449  6.7697875   4.32205089  4.43041512],[110 245 409],[ 6.94626759 12.9380057  17.30250449],[ 23.21910452 235.43562799 913.13217215],[150.76640071  77.892074    74.60497   ],[17.47545387 35.87558    45.8408088 ],[133.29094684  42.016494    28.7641612 ],509.3773789500001,0.6845921318423184,0.17232592385106404
37,37,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,5.0,4,9,nts-Eukaryote Total RNA Nano_2020-10-12_17-13-16_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.127198   -0.1265198  -0.1276083  ...  0.07736206  0.07736206
  0.07736206]","[-7.39534208e+00 -7.49746881e+00 -7.59411077e+00 ...  1.29868042e+04
  1.30230502e+04  1.30593670e+04]",[110 245 409 452],[ 7.01759546 12.98728469 12.53036381  4.62355914],[110 245 409],[ 7.01759546 12.98728469 12.53036381],[ 23.21910452 235.43562799 913.13217215],[149.93239306  59.7995811   40.0298637 ],[15.7029712 23.301486  24.4225176],[134.22942186  36.4980951   15.6073461 ],432.5935678899998,0.4276208404092851,0.10764096306977639
38,38,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,18.0,4,10,nts-Eukaryote Total RNA Nano_2020-10-12_17-13-16_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.07948125 0.1489486  0.125881   ... 0.06188583 0.06188583 0.06188583],"[-7.39534208e+00 -7.49746881e+00 -7.59411077e+00 ...  1.29868042e+04
  1.30230502e+04  1.30593670e+04]",[ 15 110 245 400 566 598 710 747 890],"[ 4.42046759  7.25784376 17.84733615  4.36603867  4.83977226  4.4213243
  5.78141444  4.54364864  4.21243552]",[110 245 400],[ 7.25784376 17.84733615  4.36603867],[ 23.21910452 235.43562799 860.47546699],[151.89720355  41.3005223    5.96430399],[16.701824 23.209587  1.566248],[135.19537955  18.0909353    4.39805599],298.51645438500003,0.24310827036123459,0.06119535317049683
39,39,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,24.0,4,11,nts-Eukaryote Total RNA Nano_2020-10-12_17-13-16_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05787023 -0.04840813 -0.04317618 ...  0.1951065   0.1951065
  0.1951065 ]","[-7.39534208e+00 -7.49746881e+00 -7.59411077e+00 ...  1.29868042e+04
  1.30230502e+04  1.30593670e+04]",[110 210 245 586 850],[ 7.02092305  4.39907609 14.49046576  4.69734573  4.61017324],[110 245 400],[ 7.25784376 17.84733615  4.36603867],[ 23.21910452 235.43562799 860.47546699],[147.4111712   83.089419     1.55221348],[ 9.4017928 39.088818   2.974423 ],[138.0093784   44.000601    -1.42220952],390.6159913319998,-0.0323225021403685,-0.008136238766763875
40,40,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,0.0,7,2,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06150818 0.06150818 0.06150818 ... 0.07989433 0.1072786  0.1300931 ],"[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 245 406],[ 7.1428357  12.61178246 19.99071193],[110 245 406],[ 7.1428357  12.61178246 19.99071193],[ 23.28875595 238.52105287 918.34031442],[137.08465972  94.3506498  108.1663635 ],[19.31446392 32.6797536  52.375856  ],[117.7701958  61.6708962  55.7905075],439.1705778909999,0.9046488852548892,1.0
41,41,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,0.5,7,3,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01681519 0.01937866 0.02973557 ... 0.04137802 0.03528214 0.04449081],"[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244 405],[ 7.20081457 12.32767789 20.29574627],[110 244 405],[ 7.20081457 12.32767789 20.29574627],[ 23.28875595 235.86998407 912.39753571],[141.56887833 104.2388177  109.4635616 ],[16.78738184 36.154911   57.6590049 ],[124.78149649  68.0839067   51.8045567 ],475.56212242839996,0.7608928337245371,0.8410918823054226
42,42,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,1.0,7,4,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00402164 -0.01648931 -0.02395653 ... -0.01587677 -0.01587677
 -0.01587677]","[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244 405],[ 7.23067862 12.63402039 20.03569619],[110 244 405],[ 7.23067862 12.63402039 20.03569619],[ 23.28875595 235.86998407 912.39753571],[139.54884832  96.6974076   88.3942981 ],[13.81160992 33.4661938  50.0619714 ],[125.7372384  63.2312138  38.3323267],452.73116662239994,0.6062247487648259,0.6701215893213853
43,43,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,1.5,7,5,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0244113  0.06443226 0.07923825 ... 0.2364693  0.2364693  0.2364693 ],"[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 245 406],[ 7.28580448 12.69180974 20.28935241],[110 245 406],[ 7.28580448 12.69180974 20.28935241],[ 23.28875595 238.52105287 918.34031442],[139.3141486  89.1881713  84.761418 ],[20.89450527 33.8838175  51.688938  ],[118.41964333  55.3043538   33.07248   ],460.85989434900023,0.5980086146490693,0.661039464477511
44,44,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,2.0,7,6,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06713867 -0.06713867 -0.05741923 ...  0.2865881   0.2891187
  0.2797419 ]","[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244 405],[ 7.22944845 12.66373409 19.96048982],[110 244 405],[ 7.22944845 12.66373409 19.96048982],[ 23.28875595 235.86998407 912.39753571],[140.74403132 108.264237    79.761324  ],[15.57487968 38.5192873  51.5866    ],[125.16915164  69.7449497   28.174724  ],505.22339186899984,0.40396794493637694,0.44654666746486626
45,45,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,3.0,7,7,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00951004 0.00951004 0.00951004 ... 0.2878912  0.2975537  0.2967567 ],"[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244 404],[ 7.12924921 12.20243244 20.15021632],[110 244 404],[ 7.12924921 12.20243244 20.15021632],[ 23.28875595 235.86998407 906.47840806],[133.63223993 102.9385913   58.9725806 ],[12.5137616 35.6967715 41.6916885],[121.11847833  67.2418198   17.2808921 ],465.0177299150001,0.2569961989636694,0.28408391714456094
46,46,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,4.0,7,8,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00947571 0.00947571 0.00947571 ... 0.03026733 0.03098113 0.03453003],"[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 245],[ 7.15782465 12.42661253],[110 244 404],[ 7.12924921 12.20243244 20.15021632],[ 23.28875595 235.86998407 906.47840806],[131.71003141 109.2271584   47.3823608 ],[17.47624752 38.7542441  34.4493471 ],[114.23378389  70.4729143   12.9330137 ],462.5985470989999,0.1835175092226886,0.20286048235275464
47,47,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,5.0,7,9,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04111481 -0.04111481 -0.04111481 ...  0.0431374   0.03680418
  0.03404639]","[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244],[ 7.13011103 12.52984882],[110 244 404],[ 7.12924921 12.20243244 20.15021632],[ 23.28875595 235.86998407 906.47840806],[133.48210634  97.713823    40.5702645 ],[12.28426544 34.979113   30.9947421 ],[121.1978409  62.73471     9.5755224],441.64421872419996,0.15263515843143313,0.1687230934777833
48,48,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,18.0,7,10,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05735779 -0.05735779 -0.05735779 ...  0.1531735   0.1765166
  0.1716097 ]","[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244],[ 7.18879927 12.98960877],[110 244 404],[ 7.12924921 12.20243244 20.15021632],[ 23.28875595 235.86998407 906.47840806],[132.5646849 105.619409    6.6601809],[14.9159528 43.2237     6.9132399],[117.6487321  62.395709   -0.253059 ],406.9439965391997,-0.004055711587474729,-0.004483188620004779
49,49,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,24.0,7,11,nts-Eukaryote Total RNA Nano_2020-10-12_16-33-27_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03998184 -0.03998184 -0.03998184 ...  0.06806525  0.07290334
  0.08470368]","[   23.81922224    23.24222012    22.67465767 ... 11987.12504789
 12018.91983075 12050.77260897]",[110 244],[ 7.11694712 13.2978088 ],[110 244 404],[ 7.12924921 12.20243244 20.15021632],[ 23.28875595 235.86998407 906.47840806],[133.96197523 116.792165     6.98670505],[13.778858  50.054849   7.8905379],[120.18311723  66.737316    -0.90383285],446.69553728263986,-0.013543140542241764,-0.014970604355993783
50,50,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,0.0,8,2,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05231198 -0.05584998 -0.07237334 ...  0.08100128  0.08100128
  0.08100128]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 245 281 404],[ 7.14355304 12.20923784 17.81847926 10.28292406],[110 245 404],[ 7.14355304 12.20923784 10.28292406],[ 23.15086473 241.1923556  901.5841681 ],[117.1759191  82.0013989 142.471393 ],[ 8.5532592 19.7497417 46.6500804],[108.6226599  62.2516572  95.8213126],476.1441340860002,1.5392572167540628,1.0
51,51,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,0.5,8,3,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.0337598   0.02583399  0.0092991  ... -0.1219559  -0.1219559
 -0.1219559 ]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 246 282 405],[ 7.09382715 12.43691083 19.68172667 10.18207317],[110 246 405],[ 7.09382715 12.43691083 10.18207317],[ 23.15086473 243.81557224 907.46956257],[115.00199047  99.1108351  139.933484  ],[15.30663016 31.9208604  53.016766  ],[99.69536031 67.1899747  86.916718  ],583.5295886399998,1.293596528173719,0.8404030944884018
52,52,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,1.0,8,4,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.1403692 -0.120957  -0.111344  ... -0.20541   -0.20541   -0.20541  ],"[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 246 282 406 625],[ 7.2402512  12.37694202 20.80717676 10.16126244  4.78753345],[110 246 406],[ 7.2402512  12.37694202 10.16126244],[ 23.15086473 243.81557224 913.37881843],[114.16138691  91.7762361   98.60483   ],[15.88037824 29.6245521  39.098312  ],[98.28100867 62.151684   59.506518  ],515.4119435318,0.9574401556038287,0.6220144009607753
53,53,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,1.5,8,5,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1412254  -0.1331542  -0.1161361  ... -0.08514786 -0.08514786
 -0.08514786]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 245 292 404],[ 7.23928642 12.18724235 20.28041109 10.11135445],[110 245 404],[ 7.23928642 12.18724235 10.11135445],[ 23.15086473 241.1923556  901.5841681 ],[118.73681802  90.7338258   83.763447  ],[11.28390816 28.6625014  35.806716  ],[107.45290986  62.0713244   47.956731  ],506.26553995999967,0.7726068593438945,0.5019348624352359
54,54,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,2.0,8,6,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00424971 -0.00370792  0.00695675 ...  0.02783585  0.02783585
  0.02783585]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 245 292 404],[ 7.14272739 13.27612073 19.88429496  9.65351564],[110 245 404],[ 7.14272739 13.27612073  9.65351564],[ 23.15086473 241.1923556  901.5841681 ],[120.82182475 109.773784    77.57544   ],[12.43607  38.137204 38.65418 ],[108.38575475  71.63658     38.92126   ],565.4762402,0.5433154402401675,0.35297248200394604
55,55,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,3.0,8,7,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03096824 -0.04063995 -0.0365785  ...  0.00175095  0.00175095
  0.00175095]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 245 292 404],[ 7.03308052 13.26999424 19.74367012  9.26201993],[110 245 404],[ 7.03308052 13.26999424  9.26201993],[ 23.15086473 241.1923556  901.5841681 ],[109.75898924  98.2955466   52.279254  ],[10.13732912 37.937634   28.75394   ],[99.62166012 60.3579126  23.525314  ],521.6759871837003,0.3897635452687937,0.2532153437556816
56,56,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,4.0,8,8,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02665007 0.0485451  0.06520779 ... 0.1241112  0.1241112  0.1241112 ],"[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 246 294 405],[ 7.09236276 13.72639622 21.82890898  9.45535536],[110 246 405],[ 7.09236276 13.72639622  9.45535536],[ 23.15086473 243.81557224 907.46956257],[112.47246291  90.527783    40.117666  ],[15.16161408 36.082886   25.62118   ],[97.31084883 54.444897   14.496486  ],498.5323462000001,0.26625977453864974,0.17297939008538804
57,57,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,5.0,8,9,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09273887 -0.1095844  -0.1388571  ... -0.2065086  -0.2065086
 -0.2065086 ]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 246 294 406],[ 7.09798833 13.87920441 20.93771507  8.79475738],[110 246 406],[ 7.09798833 13.87920441  8.79475738],[ 23.15086473 243.81557224 913.37881843],[106.3934479  95.911677   29.0494081],[12.2609112 36.029924  17.9088597],[94.1325367 59.881753  11.1405484],468.99010670600046,0.18604245603831945,0.12086508610343887
58,58,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,18.0,8,10,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00122706 -0.0148819  -0.01560918 ...  0.01087189  0.01087189
  0.01087189]","[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 210 244],[ 6.99794304 10.96140948 14.20174637],[110 246 406],[ 7.09798833 13.87920441  8.79475738],[ 23.15086473 243.81557224 913.37881843],[113.04009744 131.487617     5.6728696 ],[ 9.78196432 60.758754    6.7616037 ],[103.25813312  70.728863    -1.0887341 ],578.8525910299999,-0.015393066618362016,-0.010000321226898277
59,59,Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,24.0,8,11,nts-Eukaryote Total RNA Nano_2020-10-12_16-39-16_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[-0.2344607 -0.2236734 -0.205489  ... -0.1015511 -0.1015511 -0.1015511],"[-1.10536617e+01 -1.10847256e+01 -1.11115479e+01 ...  1.13022066e+04
  1.13299573e+04  1.13577480e+04]",[110 197 246],[ 7.13008848  6.72202275 14.11676622],[110 246 406],[ 7.09798833 13.87920441  8.79475738],[ 23.15086473 243.81557224 913.37881843],[106.961014   110.874301     1.81067405],[12.199156   49.845894    1.33187459],[94.761858   61.028407    0.47879946],465.93817206600033,0.007845517842207475,0.005096950501068208
