,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area,double_normalized
95,RNA-7,5mC,3.0,5,8,Eukaryote Total RNA Nano_2020-10-21_17-01-22_8_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,244.09091525333665,176.22771893918414,293.68424827175284,117.45652933256869,0.48119992180234616,0.003739452911298472
96,RNA-7,5mC,4.0,5,9,Eukaryote Total RNA Nano_2020-10-21_17-01-22_9_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,306.35181205211205,234.17728188841255,301.4005373575193,67.22325546910673,0.21943155817753643,0.0015882566042046172
97,RNA-7,5mC,5.0,5,10,Eukaryote Total RNA Nano_2020-10-21_17-01-22_10_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,265.16403023191305,168.11162145683568,200.0368957932747,31.92527433643903,0.12039820901996819,0.0009095555503125707
98,RNA-7,5mC,18.0,5,11,Eukaryote Total RNA Nano_2020-10-21_17-01-22_11_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,279.07578572015234,88.85414319563749,73.71662788121415,-15.13751531442334,-0.05424159346308433,-0.00040521703034554696
99,RNA-7,5mC,24.0,5,12,Eukaryote Total RNA Nano_2020-10-21_17-01-22_12_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,260.7625488834518,35.57541386753692,32.409912746901654,-3.1655011206352697,-0.012139400900127321,-9.1168551107843e-05
100,RNA-7,PSU,0.0,11,1,Eukaryote Total RNA Nano_2020-10-22_11-19-17_1_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,250.11733036786805,16.518433687141144,1053.074908329566,1036.5564746424247,4.144280898560193,0.03747346389819393
101,RNA-7,PSU,0.5,11,2,Eukaryote Total RNA Nano_2020-10-22_11-19-17_2_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,285.5762073230571,100.10423020181906,987.6068845647005,887.5026543628815,3.107761191599891,0.02551847335263165
102,RNA-7,PSU,1.0,11,3,Eukaryote Total RNA Nano_2020-10-22_11-19-17_3_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,331.69153628537333,145.76595065107065,1071.2810756500244,925.5151249989538,2.790288637943055,0.022780379791242953
103,RNA-7,PSU,1.5,11,4,Eukaryote Total RNA Nano_2020-10-22_11-19-17_4_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,340.8757972022696,167.7434834677557,1059.8574670359844,892.1139835682287,2.6171232774231377,0.02182530900933522
104,RNA-7,PSU,2.0,11,5,Eukaryote Total RNA Nano_2020-10-22_11-19-17_5_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,359.79960117124455,184.09704036441204,1003.3092682639428,819.2122278995308,2.2768569649126196,0.018589925392026464
105,RNA-7,PSU,3.0,11,6,Eukaryote Total RNA Nano_2020-10-22_11-19-17_6_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,381.3400783065902,251.23941258299882,880.0258241258348,628.7864115428359,1.6488862496044896,0.012563293758389512
106,RNA-7,PSU,4.0,11,7,Eukaryote Total RNA Nano_2020-10-22_11-19-17_7_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,402.713281611709,295.3478513332973,811.3976520459111,516.0498007126138,1.2814322851417213,0.010986506103024435
107,RNA-7,PSU,5.0,11,8,Eukaryote Total RNA Nano_2020-10-22_11-19-17_8_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,378.26413922383733,248.19686928648184,672.4903611348553,424.2934918483735,1.1216857424523088,0.0095106366328104
108,RNA-7,PSU,18.0,11,9,Eukaryote Total RNA Nano_2020-10-22_11-19-17_9_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,384.12181828522125,149.14771928718542,168.0413544675582,18.89363518037277,0.049186571241167334,0.0003973501437283431
109,RNA-7,PSU,24.0,11,10,Eukaryote Total RNA Nano_2020-10-22_11-19-17_10_nts.csv,[ 23.46520218 234.32254034 841.56354855],741.5635485520679,941.5635485520679,360.18577976118723,107.20297431263874,83.42612019816619,-23.776854114472556,-0.06601275078165841,-0.0005503694142552184
110,RNA-8,5mC,0.0,6,1,Eukaryote Total RNA Nano_2020-10-21_17-06-53_1_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,267.26523982846874,213.9033829510695,1536.927357162374,1323.0239742113044,4.95022837635161,0.06723028138829955
111,RNA-8,5mC,0.5,6,2,Eukaryote Total RNA Nano_2020-10-21_17-06-53_2_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,291.7744766258658,267.7874285265848,1314.3802889502404,1046.5928604236556,3.5869925036852077,0.04730186777611715
112,RNA-8,5mC,1.0,6,3,Eukaryote Total RNA Nano_2020-10-21_17-06-53_3_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,275.4062007627454,226.9296763188189,944.5704134234793,717.6407371046604,2.6057537379954905,0.03563109491025035
113,RNA-8,5mC,1.5,6,4,Eukaryote Total RNA Nano_2020-10-21_17-06-53_4_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,283.19729710874185,264.3365626563215,819.4155551608261,555.0789925045046,1.960043397911972,0.02573874351164336
114,RNA-8,5mC,2.0,6,5,Eukaryote Total RNA Nano_2020-10-21_17-06-53_5_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,310.6933204103224,273.3126560361171,795.8569275004069,522.5442714642897,1.6818651613564872,0.02257689682239919
115,RNA-8,5mC,3.0,6,6,Eukaryote Total RNA Nano_2020-10-21_17-06-53_6_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,320.86912337417766,261.14045546089636,652.9873944948321,391.8469390339357,1.2212048791525139,0.015767722804218072
116,RNA-8,5mC,4.0,6,7,Eukaryote Total RNA Nano_2020-10-21_17-06-53_7_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,299.0615818044768,248.22078937878814,481.7677485890305,233.54695921024233,0.7809326687870353,0.011207000174864423
117,RNA-8,5mC,5.0,6,8,Eukaryote Total RNA Nano_2020-10-21_17-06-53_8_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,318.4273096722296,237.5356267069153,400.86756354395635,163.33193683704104,0.512933193466243,0.006832768294587382
118,RNA-8,5mC,18.0,6,9,Eukaryote Total RNA Nano_2020-10-21_17-06-53_9_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,343.80140902332136,99.69753637129233,101.44435246129075,1.7468160899984184,0.005080886942728979,6.582431862838474e-05
119,RNA-8,5mC,24.0,6,10,Eukaryote Total RNA Nano_2020-10-21_17-06-53_10_nts.csv,[ 23.46689634 334.87690356 888.77298677],788.7729867654547,988.7729867654547,438.13168762798665,104.5020505955372,96.65820647400675,-7.843844121530452,-0.01790293727439907,-0.0002496089190513628
120,RNA-8,PSU,0.0,13,1,Eukaryote Total RNA Nano_2020-10-22_12-33-14_1_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,186.62118938520348,105.10136735076176,1026.0313052847155,920.9299379339537,4.934755484989803,0.04192673297447232
121,RNA-8,PSU,0.5,13,2,Eukaryote Total RNA Nano_2020-10-22_12-33-14_2_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,151.54819154105905,104.41366781206804,635.2825570865577,530.8688892744897,3.5029707967888286,0.02954646946379017
122,RNA-8,PSU,1.0,13,3,Eukaryote Total RNA Nano_2020-10-22_12-33-14_3_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,205.24329815984999,129.87490793935802,823.9685698065024,694.0936618671444,3.3818091411031714,0.028227262782436657
123,RNA-8,PSU,1.5,13,4,Eukaryote Total RNA Nano_2020-10-22_12-33-14_4_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,154.11249285619155,145.6632676385879,654.9412717753083,509.2780041367204,3.3045861156236556,0.026539785146971345
124,RNA-8,PSU,2.0,13,5,Eukaryote Total RNA Nano_2020-10-22_12-33-14_5_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,196.66964587858757,106.28852917573514,726.7480103020126,620.4594811262775,3.1548309265239296,0.0275864132351893
125,RNA-8,PSU,3.0,13,6,Eukaryote Total RNA Nano_2020-10-22_12-33-14_6_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,208.69074705019042,116.26910817770336,614.0084372401698,497.7393290624664,2.3850570094646284,0.020168869710429204
126,RNA-8,PSU,4.0,13,7,Eukaryote Total RNA Nano_2020-10-22_12-33-14_7_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,232.8190074684091,126.98648819048373,572.6537564931751,445.6672683026914,1.9142220093999989,0.017482521227534045
127,RNA-8,PSU,5.0,13,8,Eukaryote Total RNA Nano_2020-10-22_12-33-14_8_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,132.28444262283966,85.03189522502714,277.0498890886495,192.01799386362234,1.4515538642067751,0.012967188512730952
128,RNA-8,PSU,18.0,13,9,Eukaryote Total RNA Nano_2020-10-22_12-33-14_9_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,254.56694023095062,89.36611374766967,158.86346218783012,69.49734844016045,0.2730022538555494,0.0023891643161570155
129,RNA-8,PSU,24.0,13,10,Eukaryote Total RNA Nano_2020-10-22_12-33-14_10_nts.csv,[ 23.45635273 299.99837559 870.94810419],770.9481041885075,970.9481041885075,322.8791873352348,101.16475220743789,134.71441682656777,33.549664619129885,0.1039077956557676,0.0009516526992039276
